botid,date(mmddyy),time(hhmmss),press(dbar),theta(ITS-90),sigma(kg/m3),temp(ITS-90),csal(PSS-78),coxy(umol/kg),bsal(PSS-78),boxy(umol/kg),dic(umol/kg),ph,alk(ueq/kg),phos(umol/kg),pH,Aragonite,Calcite
730200618,62696,70111,35.2,26.2239,22.54,26.2318,34.438,205.7,34.4405,205.2,1942.8,8.098,2269,0.13,8.083,3.686,5.577
730200617,62696,65955,45,24.9983,23.189,25.0081,34.798,214.1,34.7837,216.6,1962.6,8.09,2295,0.1,8.102,3.723,5.649
730200616,62696,65833,59.3,23.8053,23.746,23.8177,35.0625,222.5,35.0567,224.3,1971.3,8.092,2305,0.06,8.118,3.704,5.639
730200615,62696,65721,74.4,23.0039,23.989,23.0191,35.0747,221.5,35.0732,223.7,1977.4,8.086,2308,0.06,8.124,3.656,5.579
730200614,62696,65607,84.5,22.352,24.198,22.369,35.1044,218.2,35.104,222.2,1983.4,8.082,2308,0.05,8.124,3.580,5.473
730200613,62696,65503,94.9,22.1271,24.265,22.146,35.1096,222,35.1082,220.1,1987.8,8.08,2310,0.06,8.123,3.552,5.433
730200612,62696,65357,104.7,21.7331,24.383,21.7536,35.119,214.8,35.1179,216.5,1989.4,8.068,2311,0.07,8.128,3.538,5.418
730200611,62696,65249,114.5,21.4854,24.451,21.5076,35.1182,213.4,35.112,215,1993,8.063,2309,0.07,8.123,3.476,5.326
730200610,62696,65131,124.1,21.3238,24.494,21.3478,35.1165,212.1,35.1155,211.2,1996.5,-9,2315,0.08,8.128,3.501,5.367
730200609,62696,65015,134,21.135,24.545,21.1607,35.1149,210.3,35.1139,210.8,1998.2,8.049,2307,0.09,8.116,3.395,5.207
730200608,62696,64907,150,20.8664,24.618,20.895,35.1154,209.7,35.1142,208.3,2003.2,8.045,2309,0.11,8.115,3.361,5.158
730200607,62696,64801,159,20.7683,24.645,20.7985,35.1159,207.8,35.1158,207.4,2007,8.04,2308,0.11,8.108,3.310,5.082
730200606,62696,64637,174.6,20.5533,24.711,20.5862,35.1262,209.6,35.1264,207.6,2009.8,8.033,2303,0.11,8.099,3.225,4.954
730200605,62696,64531,184.6,20.3545,24.765,20.3891,35.1274,209.8,35.1234,208.3,2012,8.033,2307,0.11,8.104,3.242,4.982
730200604,62696,64403,200.9,19.6924,24.893,19.7293,35.0659,203.1,35.0672,203.5,2021.5,8.013,2302,0.16,8.090,3.084,4.749
740200103,72696,150023,4501,1.1138,27.787,1.4885,34.6874,152,34.6875,151.8,2329.8,7.581,2419,2.5,7.921,1.202,1.912
740200515,72796,35527,209.6,18.4632,25.125,18.4999,34.9582,201.9,34.9648,199.7,2035.9,7.978,2295,0.22,8.073,2.852,4.405
740200514,72796,35333,224.9,17.9155,25.218,17.9541,34.9029,198.1,34.9047,202.2,2037.3,7.972,2292,0.23,8.074,2.800,4.331
740200513,72796,35223,234.7,17.7142,25.254,17.7541,34.8855,200.8,34.8832,204.5,2036,7.973,2287,0.24,8.071,2.759,4.270
740200512,72796,35115,249.9,16.9614,25.364,17.0027,34.7925,203.6,34.8007,203.1,2040.4,7.956,2284,0.35,8.069,2.676,4.149
740200511,72796,34943,274.6,15.7296,25.536,15.7726,34.6447,202.1,34.6622,200.2,2048.5,7.927,2276,0.43,8.059,2.502,3.892
740200510,72796,34829,300.4,14.8817,25.66,14.927,34.5613,203.8,34.5616,201.5,2054.2,7.905,2270,0.49,8.050,2.378,3.706
740200509,72796,34651,325.5,13.9059,25.791,13.9528,34.4625,204.1,34.4634,201.3,2061.3,7.88,2266,0.6,8.043,2.261,3.531
740200508,72796,34533,350.9,12.4825,25.979,12.5296,34.3345,198.5,34.3342,200.2,2076.4,7.84,2263,0.78,8.026,2.075,3.252
740200507,72796,34329,399.7,10.4984,26.215,10.5463,34.1659,179.4,34.167,179.9,2114.6,7.747,2256,1.18,7.949,1.646,2.589
740200506,72796,34049,500.6,7.6179,26.602,7.6676,34.0738,140,34.072,132.9,2189.2,7.58,2271,1.91,7.820,1.138,1.799
740200505,72796,33801,601.4,6.5549,26.884,6.6104,34.2454,48,34.2373,46.1,2277.5,7.397,2298,2.59,7.629,0.736,1.164
740200504,72796,33523,700.9,6.0286,27.037,6.0912,34.3521,26.2,34.351,24.6,2307.5,7.36,2313,2.9,7.584,0.659,1.043
740200503,72796,33253,799.7,5.2068,27.16,5.2738,34.3803,26.7,34.3798,25.1,2322.6,7.355,2335,3,7.619,0.696,1.103
740200502,72796,33017,900.9,4.6198,27.263,4.692,34.4258,34.6,34.4266,33.5,2332,7.372,2345,3.01,7.629,0.699,1.108
740200501,72796,32713,1020.3,4.1998,27.343,4.2793,34.4692,40.9,34.4694,39.9,2339,7.385,2362,3.02,7.668,0.756,1.199
740200623,72796,65603,4.4,26.2743,22.625,26.2753,34.5717,206.8,34.5711,207.4,1942.6,8.104,2279,-9,8.095,3.795,5.739
740200620,72796,65409,24.3,26.1923,22.652,26.1978,34.5735,206.8,34.5733,207.5,1945.4,8.104,2275,-9,8.086,3.720,5.627
740200618,72796,65301,33.9,26.1825,22.657,26.1901,34.5764,207,34.5769,207.3,1945.3,8.104,2277,0.08,8.089,3.742,5.660
740200617,72796,65203,44.6,26.1951,22.664,26.205,34.5912,207.1,34.5909,207.4,1946.2,8.105,2277,0.08,8.087,3.732,5.645
740200616,72796,65111,58.9,25.1128,23.092,25.1256,34.7159,-9,-9,217,1952.8,8.098,2281,0.08,8.097,3.677,5.579
740200615,72796,65009,74.8,23.7542,23.669,23.7699,34.9403,219.2,34.9381,220.6,1973.3,8.088,2299,0.07,8.108,3.623,5.517
740200614,72796,64917,84.5,23.3222,23.856,23.3396,35.0213,221.8,35.0075,219.6,1978.9,8.084,2301,0.06,8.107,3.575,5.450
740200613,72796,64817,95.1,22.8703,24.018,22.8897,35.0618,220.7,35.0606,221.8,1982.8,8.081,2306,0.04,8.115,3.578,5.461
740200612,72796,64729,103.8,22.4742,24.138,22.4951,35.0704,220,35.0707,219.2,1988,-9,2303,0.18,8.107,3.483,5.322
740200611,72796,64629,113.7,21.9458,24.311,21.9683,35.1029,214.2,35.1007,215.5,1992.8,8.068,2305,0.06,8.110,3.445,5.272
740200610,72796,64535,124.2,21.3943,24.478,21.4184,35.1215,-9,-9,210.4,2001.8,8.052,2312,0.07,8.114,3.417,5.237
740200609,72796,64439,134.2,21.127,24.564,21.1528,35.1382,212.9,35.1372,212.1,2002.5,8.053,2312,0.07,8.116,3.404,5.221
740200607,72796,64301,150.2,20.9045,24.619,20.9332,35.1299,210.3,35.1298,208.6,2006.8,8.043,2310,0.08,8.110,3.336,5.119
740200606,72796,64213,159.2,20.7247,24.647,20.7549,35.1036,209.2,35.0994,204.2,2017.6,8.028,2312,-9,8.097,3.247,4.986
740200605,72796,64117,174.3,19.6407,24.912,19.6726,35.0731,198.4,35.0747,200.4,2028.9,8.003,2302,0.16,8.078,3.010,4.634
740200604,72796,64029,184.6,19.4124,24.963,19.4459,35.0628,202.9,35.0648,-9,2027.9,8.002,2303,-9,8.085,3.029,4.666
740200603,72796,63927,199.9,18.9146,25.06,18.9502,35.022,202.7,35.0248,-9,2028.8,7.996,2298,0.18,8.083,2.958,4.564
750200103,82096,161925,4499.7,1.1126,27.787,1.4872,34.6879,152,34.6885,151.1,2326.8,7.579,2415,2.48,7.918,1.194,1.898
750200516,82196,45538,209.3,18.1398,25.18,18.176,34.9244,198.8,34.9272,197.6,2037.7,7.971,2295,-9,8.075,2.833,4.379
750200515,82196,45428,224.4,17.4984,25.298,17.5363,34.8739,201.5,34.8771,203.7,2034.1,7.968,2285,0.25,8.074,2.754,4.264
750200514,82196,45324,234.4,17.0168,25.366,17.0555,34.8114,204.7,34.8073,203.7,2037.7,7.957,2285,0.3,8.075,2.713,4.206
750200513,82196,45212,249,15.7998,25.53,15.8389,34.658,199.8,34.6737,200.7,2047.1,7.928,2278,0.43,8.065,2.537,3.944
750200512,82196,45036,274.7,14.5169,25.703,14.5576,34.5157,196.8,34.5139,199.1,2057.7,7.892,2267,0.56,8.043,2.311,3.605
750200511,82196,44914,299.2,13.7333,25.811,13.776,34.4421,200.6,34.446,199.9,2063.2,7.872,2269,0.63,8.048,2.270,3.548
750200510,82196,44742,324.6,12.7937,25.936,12.8379,34.3576,197.4,34.3575,198.1,2073.4,7.846,2267,0.75,8.037,2.145,3.359
750200509,82196,44610,350.1,11.9133,26.049,11.9588,34.2834,198.7,34.2833,197.4,2083,7.82,2260,0.87,8.014,1.980,3.106
750200508,82196,44356,399.9,10.3167,26.254,10.3642,34.1759,198,34.1789,194.3,2103.6,7.773,2260,1.09,7.989,1.779,2.798
750200507,82196,44106,500.2,7.7384,26.61,7.7885,34.1064,112.5,34.1051,115.4,2198.9,-9,2273,2,7.793,1.082,1.710
750200506,82196,43828,600,6.7172,26.86,6.7733,34.2422,44.2,34.2414,45.8,2273.1,7.398,2296,2.62,7.635,0.749,1.185
750200505,82196,43554,699.4,5.7009,27.061,5.7615,34.3304,28,34.3264,26,2306.9,7.357,2319,2.89,7.611,0.692,1.096
750200503,82196,43222,799.6,5.0606,27.181,5.1267,34.3859,28.5,34.3867,27.2,2323.7,7.359,2334,2.98,7.614,0.684,1.084
750200502,82196,42846,899.9,4.5453,27.282,4.6169,34.439,34.4,34.4383,33,2333.6,7.371,2347,3.01,7.631,0.701,1.112
750200501,82196,42552,1019.7,4.1598,27.357,4.2389,34.4813,40.5,34.4821,40.4,2339.2,7.386,2360,3,7.661,0.743,1.179
750200624,82196,80153,5.2,26.9677,22.521,26.9689,34.7249,203.8,34.7247,-9,1946.7,8.108,2284,-9,8.083,3.817,5.759
750200621,82196,75921,25.1,26.9334,22.529,26.9392,34.7205,203.6,34.7215,-9,1945.8,8.106,2283,-9,8.084,3.815,5.756
750200619,82196,75829,34.6,26.8899,22.541,26.8978,34.7193,203.6,34.7194,203.1,1945.5,8.107,2282,0.07,8.084,3.805,5.742
750200618,82196,75721,44.9,26.8378,22.561,26.848,34.7229,204.4,34.723,204.4,1946.2,-9,2283,0.08,8.085,3.807,5.746
750200617,82196,75618,59.8,24.8661,23.298,24.879,34.8897,220.3,34.8941,221.8,1962.5,8.099,2298,0.06,8.108,3.750,5.692
750200616,82196,75507,74.5,23.9522,23.646,23.9679,34.9872,221,34.9846,223.2,1972.3,8.093,2300,0.05,8.107,3.646,5.549
750200615,82196,75405,84.6,23.3692,23.875,23.3867,35.0643,220.1,35.0638,223,1978.7,-9,2308,0.04,8.117,3.652,5.566
750200614,82196,75259,95,22.8978,24.006,22.9172,35.0561,217.6,35.0607,218.3,1983.9,-9,2304,0.06,8.109,3.546,5.412
750200613,82196,75203,104.4,22.3006,24.19,22.3215,35.0749,208.3,35.0649,213.5,1993.9,-9,2305,0.08,8.103,3.442,5.262
750200612,82196,75105,114.2,21.9181,24.31,21.9406,35.0905,213.6,35.0965,212,1999,8.06,2308,0.08,8.105,3.414,5.225
750200611,82196,75007,125.3,21.3024,24.465,21.3266,35.07,200.5,35.0682,203.6,2014.6,8.034,2307,0.13,8.086,3.235,4.959
750200610,82196,74851,135.7,20.9346,24.595,20.9606,35.11,199.3,35.1078,203.9,2010.7,8.034,2307,0.12,8.098,3.266,5.011
750200609,82196,74727,150.4,20.563,24.701,20.5914,35.1172,205.1,35.1161,203.3,2013.8,-9,2306,0.12,8.097,3.217,4.941
750200608,82196,74615,160,20.3594,24.753,20.3894,35.1136,205.1,35.1131,202.8,2014.6,8.023,2305,-9,8.097,3.196,4.912
750200607,82196,74509,176,19.7202,24.894,19.7525,35.0768,201,35.0769,201.3,2023.1,8.007,2304,0.16,8.090,3.089,4.756
750200606,82196,74359,185.6,19.4795,24.944,19.5133,35.0609,202.8,35.0527,201.7,2021.9,8.007,2300,-9,8.090,3.058,4.710
750200605,82196,74259,199.8,18.9443,25.053,18.98,35.0228,201.5,35.0259,202.4,2029,7.994,2298,0.19,8.082,2.957,4.561
760200103,100196,132228,4498.7,1.1112,27.787,1.4855,34.6874,151.4,34.6878,151.2,2324.3,7.58,2416,2.47,7.929,1.221,1.941
760200518,100296,35354,223.6,15.9618,25.504,15.9971,34.6723,-9,-9,204.2,2044.3,7.932,2272,0.37,8.057,2.505,3.895
760200517,100296,35254,233.3,15.1798,25.606,15.2154,34.5771,201.3,34.5743,202.3,2049.5,7.915,2271,0.44,8.057,2.437,3.795
760200516,100296,35146,249,14.8528,25.653,14.8902,34.5445,199.6,34.5459,197.7,2055.8,7.901,2267,0.51,8.041,2.333,3.636
760200515,100296,35012,274.8,13.5342,25.822,13.573,34.4023,197.1,34.4011,198.5,2063.9,7.866,2265,0.64,8.042,2.223,3.475
760200514,100296,34900,299,12.6712,25.942,12.7116,34.3341,198.1,34.3327,198,2073.8,7.843,2261,0.76,8.025,2.082,3.261
760200513,100296,34736,324.7,12.2239,26.006,12.2668,34.3047,202.3,34.3051,201,2075,7.837,2258,0.79,8.023,2.038,3.194
760200512,100296,34622,349.9,11.7463,26.076,11.7914,34.2772,198.6,34.279,196.4,2085.8,7.815,2258,0.91,8.005,1.934,3.034
760200511,100296,34436,398.8,10.4014,26.26,10.449,34.2023,193.6,34.2029,191.7,2106.3,7.767,2262,1.11,7.986,1.773,2.790
760200510,100296,34158,499.7,7.3206,26.63,7.3691,34.0553,136.9,34.057,140.3,2186.1,7.591,2273,1.86,7.841,1.176,1.860
760200509,100296,33920,600,5.5722,26.874,5.6229,34.0746,79.6,34.0765,76.1,2261.4,7.426,2296,2.5,7.693,0.811,1.285
760200508,100296,33646,700.5,5.5323,27.049,5.5921,34.2892,30,34.2891,28.9,2307.3,7.352,2320,2.87,7.616,0.695,1.101
760200507,100296,33232,801,4.897,27.204,4.9622,34.3909,27.1,34.389,25.9,2325.9,7.356,2334,2.99,7.609,0.672,1.065
760200506,100296,33002,900.3,4.5464,27.285,4.618,34.4438,30.7,34.4457,31.8,2333.9,7.369,2351,2.97,7.644,0.722,1.145
760200501,100296,32606,1020.6,3.9809,27.367,4.0587,34.471,38.8,34.4726,-9,2344.5,7.382,2372,-9,7.697,0.802,1.272
760200624,100296,65924,3.8,27.2921,22.5,27.2929,34.8348,199.2,34.8336,199.7,1948.4,8.118,2289,0.04,8.082,3.857,5.812
760200622,100296,65822,14.2,27.1814,22.573,27.1846,34.8854,199,34.8839,200.2,1951.1,8.118,2298,0.04,8.091,3.923,5.913
760200620,100296,65723,24.2,27.1697,22.58,27.1752,34.8885,199,34.886,199.9,1950.5,8.118,2291,0.04,8.082,3.852,5.806
760200619,100296,65626,34.9,27.1768,22.629,27.1849,34.9578,201.1,34.9583,201.3,1953.4,8.117,2295,0.04,8.082,3.863,5.821
760200618,100296,65540,43.6,27.1543,22.634,27.1643,34.9549,-9,-9,201.2,1952.2,8.116,2298,0.04,8.089,3.908,5.890
760200617,100296,65430,59.6,26.9315,22.724,26.9452,34.9798,200.9,34.98,204.8,1955.3,8.113,2300,0.03,8.090,3.891,5.869
760200616,100296,65318,73.8,24.9978,23.451,25.0138,35.1446,219.1,35.1436,221.4,1975.5,-9,2307,0.03,8.095,3.706,5.621
760200615,100296,65212,84.6,23.4525,23.904,23.47,35.1337,218.7,35.1341,223.3,1983.5,8.07,2309,0.04,8.108,3.612,5.504
760200614,100296,65118,94.5,22.6811,24.132,22.7002,35.1404,218.2,35.1352,221.7,1991,8.069,2307,0.05,8.104,3.498,5.342
760200613,100296,65016,103.7,21.8701,24.347,21.8906,35.1221,211.9,35.1241,-9,1997.7,8.057,2305,0.06,8.103,3.393,5.194
760200612,100296,64908,115.3,21.1697,24.516,21.1919,35.0892,206.1,35.0859,211.4,2008.7,8.043,2309,0.1,8.101,3.312,5.080
760200611,100296,64808,124.3,20.7836,24.62,20.8072,35.088,205.2,35.0873,212.8,2010.4,8.034,2308,0.1,8.103,3.278,5.032
760200610,100296,64710,134.8,20.3485,24.738,20.3738,35.0898,211.8,35.0889,-9,2007.2,8.037,2305,0.07,8.110,3.270,5.026
760200609,100296,64608,148.7,19.8058,24.861,19.8331,35.0628,197.5,35.0615,212.3,2014.9,8.021,2300,0.12,8.097,3.131,4.820
760200608,100296,64500,159.4,19.4405,24.934,19.4694,35.0342,203.7,35.0455,204.5,2024.1,8.005,2302,0.18,8.090,3.055,4.707
760200607,100296,64358,175.1,18.806,25.063,18.837,34.9904,198.3,34.9916,-9,2029.9,7.992,2299,0.19,8.085,2.957,4.564
760200606,100296,64306,183.8,18.4845,25.119,18.5167,34.9576,202.5,34.96,200.2,2034,7.978,2294,0.22,8.074,2.860,4.418
760200605,100296,64200,199.9,18.017,25.203,18.0514,34.9149,204.1,34.9124,203.8,2032,7.975,2292,0.22,8.082,2.853,4.413
770200103,102996,195428,4499.9,1.1118,27.788,1.4864,34.6887,152,34.6893,151.5,2326.4,7.58,2415,2.47,7.920,1.197,1.903
770200314,103096,34917,224.3,16.6462,25.407,16.6827,34.7519,197.7,34.755,199.5,2043,7.942,2286,0.36,8.073,2.667,4.139
770200313,103096,34813,234,16.386,25.441,16.4236,34.7169,198.3,34.7173,198.2,2046.2,7.934,2289,0.39,8.077,2.664,4.136
770200312,103096,34659,249.6,15.4375,25.568,15.476,34.6012,196.7,34.603,197.5,2052.2,7.912,2275,0.48,8.055,2.454,3.819
770200311,103096,34525,274.6,14.4025,25.71,14.443,34.4934,202.9,34.4961,200.4,2056.7,7.891,2274,0.56,8.061,2.389,3.728
770200310,103096,34403,299.5,13.0014,25.889,13.0426,34.3499,197.1,34.3534,194.7,2073.3,7.847,2261,0.76,8.021,2.090,3.271
770200309,103096,34259,323,12.0634,26.015,12.1057,34.2762,193.7,34.2823,197,2082.3,7.824,2256,0.86,8.004,1.950,3.058
770200308,103096,34143,349.4,11.1801,26.149,11.2236,34.2378,208.1,34.2364,203.9,2088.5,7.81,2252,0.94,7.994,1.847,2.902
770200307,103096,34011,400.2,9.3813,26.367,9.426,34.1191,188.8,34.1193,183.7,2124.6,7.725,2260,1.32,7.950,1.586,2.499
770200306,103096,33743,499.5,7.0782,26.662,7.1258,34.0529,126,34.0519,124.7,2201.5,7.553,2280,2.04,7.817,1.113,1.760
770200305,103096,33509,599.5,6.2551,26.877,6.309,34.1865,52.4,34.1855,50.5,2274.3,7.396,2295,2.65,7.634,0.734,1.162
770200304,103096,33241,698.9,5.3352,27.078,5.3938,34.2961,29.9,34.2939,28.4,2313.6,7.353,2322,2.92,7.604,0.672,1.065
770200303,103096,33011,799.6,4.5958,27.227,4.659,34.3777,27.1,34.3763,25.8,2330.6,-9,2345,3.03,7.634,0.706,1.120
770200302,103096,32747,899.8,4.3113,27.305,4.3813,34.4368,31.4,34.4363,30.7,2337.4,7.363,2352,3.04,7.639,0.708,1.123
770200301,103096,32453,1019.8,3.9441,27.38,4.0215,34.4816,39.8,34.4806,39.1,2343.8,7.383,2364,3.03,7.663,0.740,1.174
770200422,103096,70334,4.3,26.5002,22.925,26.5012,35.0646,203.5,35.063,202.9,1961.3,8.114,2304,0.05,8.091,3.858,5.826
770200421,103096,70232,14.7,26.5091,22.922,26.5124,35.0635,203.5,35.0616,203.6,1960,-9,2305,0.05,8.095,3.883,5.863
770200419,103096,70052,24.2,26.4998,22.924,26.5052,35.0624,-9,-9,203.1,1960.4,8.113,2304,0.05,8.093,3.868,5.840
770200418,103096,65934,34.9,26.4715,22.931,26.4794,35.06,203.4,35.0596,203.2,1960.5,8.112,2311,0.05,8.103,3.943,5.955
770200417,103096,65806,43.7,26.4398,22.939,26.4497,35.0582,203.5,35.0588,203.1,1960.2,8.113,2309,0.05,8.101,3.924,5.926
770200416,103096,65650,59.6,26.4304,22.942,26.4438,35.0576,203.5,35.0587,203.1,1960.2,8.114,2303,0.05,8.093,3.857,5.826
770200415,103096,65528,74.1,25.9609,23.098,25.9774,35.0693,209.1,35.0678,209.4,1962.7,8.108,2307,0.06,8.101,3.864,5.843
770200414,103096,65424,84.4,23.3511,23.916,23.3685,35.1103,220.7,35.1079,225.2,1984,8.078,2305,0.05,8.103,3.563,5.430
770200413,103096,65310,95.4,21.4879,24.447,21.5064,35.1135,212.6,35.1124,219.3,2002.6,8.052,2306,0.08,8.102,3.347,5.129
770200412,103096,65202,104.4,21.0213,24.57,21.0412,35.1077,209.5,35.1057,213.7,2010.1,8.037,2313,0.1,8.107,3.337,5.120
770200411,103096,65052,114.2,20.574,24.684,20.5956,35.0983,207.1,35.0939,209.3,2016.2,8.025,2307,0.12,8.094,3.204,4.922
770200410,103096,64946,123.8,19.9499,24.833,19.9728,35.076,205.7,35.0764,208.2,2019.9,8.018,2305,0.14,8.094,3.136,4.825
770200409,103096,64844,135.2,19.617,24.905,19.6417,35.0561,203.5,35.0551,205.5,2025.2,8.008,2303,0.17,8.087,3.057,4.707
770200408,103096,64722,149.7,19.2673,24.977,19.2943,35.0318,202.3,35.0301,202.2,2028,7.997,2301,0.21,8.084,3.003,4.628
770200407,103096,64616,159.8,19.1235,25.005,19.1521,35.0207,202.6,35.0198,201.8,2030.1,7.995,2303,-9,8.086,3.003,4.631
770200406,103096,64438,175.2,18.5947,25.106,18.6255,34.9765,202.1,34.977,202.1,2032.3,7.986,2302,0.23,8.089,2.961,4.572
770200405,103096,64334,185.2,18.4809,25.127,18.5133,34.9668,202.8,34.967,202.2,2033.4,7.984,2297,-9,8.081,2.900,4.479
770200404,103096,64208,201.3,17.8476,25.234,17.882,34.9012,202,34.8994,201.9,2034.9,7.972,2291,0.26,8.078,2.812,4.350
780200103,121096,165036,4500.7,1.1041,27.788,1.4784,34.6881,153.5,34.6881,153.4,2325.4,7.581,2411,2.47,7.911,1.173,1.865
