"No","NN.sigma","lat","long"
508,0.956492083376289,59.63,339.16
509,0.765758581361724,58.917,338.69
510,1.07950215294528,59.349,337.56
511,1.20961343730593,59.838,336.18
512,1.54343544892155,60.112,335.38
513,1.21914489606228,60.408,334.51
514,1.21402050664041,60.933,332.83
515,0.386733914354508,60.1,330.76
516,0.631968941862239,59.59,330.39
517,0.751359008955458,59.176,331.6
518,0.823896711244874,58.403,333.69
519,0.840545573668685,58.08,334.45
520,0.94475909789764,57.447,336.24
521,0.747438452104128,57.166,336.6
522,0.95321339931467,56.756,335.2
523,1.14534220005817,56.355,333.8
524,0.893129392581163,56.072,333.16
525,0.833685094835248,55.342,331.91
526,0.665761846091916,54.94,330.28
527,0.602743718069637,54.823,329.76
528,0.526348027953765,54.823,329.76
529,0.653731910483721,53.862,329.91
530,0.86547055568309,53.193,330.06
531,0.546556024989561,52.467,330.14
532,0.56876062586801,52.055,329.99
533,0.228895299119791,51.593,330.06
534,0.153932043243401,51.029,330.09
535,0.239144929253311,51.402,330
536,0.302757074566491,51.77,329.94
537,0.232255142463825,51.604,330.03
538,0.171926473306414,51.273,330.23
539,0.18940518924136,49.715,330.29
540,0.538144517323035,48.413,330.63
541,1.1417501830824,47.11,331.48
542,1.55802791888049,46.657,332.25
543,1.4592642846439,46.667,332.97
544,1.09140853169929,47.013,334.04
545,1.09068252493688,47.137,334.94
546,0.985327740054973,47.244,335.64
547,1.12208130543318,47.435,336.94
548,1.05510658472835,47.541,337.71
549,1.03229325681474,47.712,338.84
550,1.07231372227645,47.925,340.28
551,0.797284458991546,48.002,341.23
552,0.766983240866296,48.282,342.77
553,2.16389271556792,48.58,344.77
554,1.83251908053174,48.66,345.32
555,0.612260293900984,48.757,346.01
556,0.643660224768906,48.849,346.66
557,1.91300936944433,48.923,347.17
558,0.820471409782431,37.97,366
559,0.471716886786606,38.75,370.61
560,0.21040857537883,36.9,372
561,0.482956640347839,35,376.3
562,0.117244850633092,34.5,379
563,0.262452454457221,35,22.5
564,0.324678840667195,34.66,24.33
565,0.271944956059753,34.33,27.5
566,0.569212410882631,34,29.5
567,0.911496452725693,33.95,31.2
568,0.16477235478058,34.07,33
569,1.27798814609229,34,34.2
570,0.369676763072333,33.5,33
571,0.904405677310477,32.5,25.53
572,2.57034007373361,11,303.36
573,1.17497576718915,10,321.01
574,0.545578893009327,59.874,322.8
575,0.0724179467138346,58.965,318.79
576,0.0141109808381856,58.868,310.66
577,0.0554421177976639,58.407,306.2
578,0.0207298382826761,57.599,307.41
579,0.0209478659720715,56.801,308.62
580,0.277186627984023,55.992,309.83
581,0.441949820175524,55.183,311.04
582,0.105391512221821,54.641,313.11
583,0.364300204221311,55.401,314.83
584,0.575406582498436,56.9,318.28
585,0.70598333840837,55.433,318.45
586,0.468185203685473,54.008,318.61
587,0.409680004593934,52.617,318.79
588,0.478403761570433,51.225,318.95
589,0.064928016189774,49.831,319.12
590,0.0735623906920584,49.724,321.67
591,3.35903920771294,49.614,324.22
592,0.295402807420326,49.3,332.14
593,0.357454948238947,49.234,333.93
594,0.572002525509222,52.566,330.3
595,0.708410953688082,53.875,329.71
596,0.499171161186108,55.392,329.73
