Id,yyyymmdd,decy,time,latN,lonW,Depth,Temp,CTD_S,Sal1,Sig-th,O2(1),OxFix,Anom1,CO2,Alk,NO31,NO21,PO41,Si1,POC,PON,TOC,TN,Bact,POP,TDP,SRP,BSi,LSi,Pro,Syn,Piceu,Naneu
1015800221,20011109,2001.85639,1356,31.682,64.149,200.1,18.542,36.581,36.579,26.356,201.1,19.4,-27.7,2092.5,2385.4,3.06,0,-999,1.14,-999,-999,53.3,5.6,-999,-999,-999,-999,-999,-999,324,17,57,-999
1015800223,20011109,2001.85639,1356,31.682,64.149,251.3,18.284,36.559,36.557,26.407,203,19.3,-27,2093.4,2385.5,3.61,0,0.28,1.33,-999,-999,51.2,6.2,-999,-999,-999,-999,-999,-999,75,14,50,-999
1015800401,20011110,2001.85818,540,31.671,64.157,301.1,18.1,36.541,36.542,26.443,201.5,18.6,-29.3,2095.2,2385.3,3.51,0,0.23,1.4,17.72,1.14,50.3,6.5,0.9,-999,-999,-999,5.3,-999,-999,-999,-999,-999
1015900201,20011211,2001.94412,1431,31.645,64.173,4.7,22.278,36.621,36.623,25.374,215.6,22.2,1.7,2047.7,2394.1,0,0,0.04,0.66,-999,-999,66.4,4.8,-999,-999,-999,-999,-999,-999,41246,9089,1961,-999
1015900203,20011211,2001.94412,1431,31.645,64.173,9.4,22.277,36.621,36.621,25.373,215.4,22,1.5,2046.8,2393.7,0,0,0.04,0.79,-999,-999,65.9,3.8,-999,-999,-999,-999,-999,-999,40532,8701,1109,-999
1015900205,20011211,2001.94412,1431,31.645,64.173,20.3,22.278,36.621,36.62,25.373,215.9,22.1,2,2045.5,2389.7,0,0,0.04,0.77,-999,-999,66.5,4.3,-999,-999,-999,-999,-999,-999,37729,8478,1079,-999
1015900207,20011211,2001.94412,1431,31.645,64.173,38.3,22.279,36.621,36.62,25.374,215.5,22,1.6,2046.7,2392.3,0,0,0.09,0.64,-999,-999,65.4,4,-999,-999,-999,-999,-999,-999,42881,8333,1467,-999
1015900209,20011211,2001.94412,1431,31.645,64.173,60.2,22.284,36.621,36.621,25.375,215.2,22.1,1.4,2046.1,2391.7,0,0.01,0.04,0.71,-999,-999,63,4.1,-999,-999,-999,-999,-999,-999,39415,7883,1532,-999
1015900211,20011211,2001.94412,1431,31.645,64.173,78.7,22.278,36.621,36.621,25.377,215.2,22,1.3,2046.6,2391.1,0,0.01,0.04,0.7,-999,-999,62.8,4,-999,-999,-999,-999,-999,-999,43481,8053,957,-999
1015900213,20011211,2001.94412,1431,31.645,64.173,100.3,20.419,36.705,36.708,25.959,214.6,20.6,-6.4,2078.2,2392.9,0.11,0.098,0.04,0.62,-999,-999,60.1,4.1,-999,-999,-999,-999,-999,-999,34333,187,576,-999
1015900217,20011211,2001.94412,1431,31.645,64.173,140.3,18.957,36.62,36.621,26.28,201.9,19.5,-25.2,2091.4,2392.4,1.85,0.02,0.17,0.92,-999,-999,56,5.9,-999,-999,-999,-999,-999,-999,10688,10,126,-999
1015900219,20011211,2001.94412,1431,31.645,64.173,161.1,18.83,36.616,36.615,26.308,202.7,19.3,-24.9,2092.4,2386.6,2.41,0.02,0.24,1.01,-999,-999,53.3,6.5,-999,-999,-999,-999,-999,-999,2386,10,148,-999
1015900221,20011211,2001.94412,1431,31.645,64.173,200,18.526,36.583,36.584,26.364,201.4,19,-27.5,2094.5,2385.1,3.11,0.01,0.37,1.17,-999,-999,52,6.5,-999,-999,-999,-999,-999,-999,629,10,112,-999
1015900223,20011211,2001.94412,1431,31.645,64.173,249.3,18.222,36.555,36.554,26.419,204.3,18.9,-26,2094.9,2384.1,3.42,0.01,0.45,1.32,-999,-999,49.9,7.1,-999,-999,-999,-999,-999,-999,120,3,90,-999
1015900402,20011211,2001.94518,2345,31.664,64.164,399.5,17.701,36.526,36.524,26.532,212.3,18,-20.3,2095.5,2387,4.2,0.01,0.23,1.41,13.08,2.41,47.2,8,1.1,-999,-999,-999,15.6,-999,-999,-999,-999,-999
1015900403,20011211,2001.94518,2345,31.664,64.164,501.5,17.469,36.503,36.503,26.577,214.6,17.7,-19,2095.6,2386.1,4.31,0.01,0.24,1.6,12.61,2.27,-999,-999,-999,-999,-999,-999,5.87,-999,-999,-999,-999,-999
1016100201,20020227,2002.15826,1820,31.664,64.075,4.5,20.353,36.694,36.695,25.962,221.3,20.5,0,2062.8,2405,0,0.02,0.04,0.47,-999,-999,63.2,4.1,-999,-999,-999,-999,-999,-999,34197,19000,1240,-999
1016100203,20020227,2002.15826,1820,31.664,64.075,10.3,20.315,36.694,36.694,25.972,221.4,20.3,0.1,2062.9,2402.1,0,0.02,0,0.48,-999,-999,63.7,4.2,-999,-999,-999,-999,-999,-999,32787,15787,976,-999
1016100208,20020227,2002.15826,1820,31.664,64.075,40.4,20.161,36.685,36.686,26.008,221.9,20.2,-0.1,2062.3,2393.8,0.08,0.02,0,0.45,51.97,6.76,63.3,4,4.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016100209,20020227,2002.15826,1820,31.664,64.075,60.8,19.932,36.67,36.67,26.059,221.8,20,-1.1,2063.6,2389.6,0.16,0.029,0,0.44,-999,-999,63.4,3.9,-999,-999,-999,-999,-999,-999,41029,25493,2894,-999
1016100211,20020227,2002.15826,1820,31.664,64.075,80.9,19.748,36.648,36.648,26.091,216.8,19.8,-7,2069.3,2394.3,0.65,0.107,0,0.54,-999,-999,61.6,4.8,-999,-999,-999,-999,-999,-999,18215,13210,1935,-999
1016100213,20020227,2002.15826,1820,31.664,64.075,100.2,19.465,36.627,36.628,26.151,219.9,19.6,-5,2068.2,2396.8,0.73,0.156,0,0.56,-999,-999,60.7,4.9,-999,-999,-999,-999,-999,-999,13853,12726,2218,-999
1016100217,20020227,2002.15826,1820,31.664,64.075,139.1,19.36,36.617,36.617,26.172,219.5,19.6,-5.8,2068.6,2398.1,0.9,0.156,0.04,0.61,-999,-999,57.3,5.6,-999,-999,-999,-999,-999,-999,6151,7873,1561,-999
1016100219,20020227,2002.15826,1820,31.664,64.075,159.6,19.334,36.617,36.617,26.18,218.7,19.5,-6.7,2060.9,2400.1,0.97,0.137,0.05,0.63,-999,-999,56.9,5.8,-999,-999,-999,-999,-999,-999,4290,6635,1420,-999
1016100221,20020227,2002.15826,1820,31.664,64.075,202.2,19.319,36.616,36.615,26.184,219.1,19.5,-6.4,2069.5,2398.3,0.99,0.137,0.05,0.62,-999,-999,55.5,5.5,-999,-999,-999,-999,-999,-999,3221,7070,1251,-999
1016100223,20020227,2002.15826,1820,31.664,64.075,247.2,19.28,36.617,36.617,26.198,219,19.5,-6.7,2071.9,2398.1,1.07,0.137,0.05,0.61,-999,-999,54.7,6,-999,-999,-999,-999,-999,-999,1048,4252,924,-999
1016100401,20020228,2002.15976,731,31.666,64.164,300.3,18.472,36.578,36.581,26.38,199.1,18.5,-30.1,2093.2,2394.2,3.77,0,0.21,1.48,17.71,1.21,50.7,7.2,0.8,-999,-999,-999,5.27,-999,-999,-999,-999,-999
1016100402,20020228,2002.15976,731,31.666,64.164,401.2,17.907,36.511,36.513,26.473,199,18.1,-32.7,2099.4,2386.4,4.68,0,0.28,1.89,10.66,0.99,50.1,7.7,0.6,-999,-999,-999,4.93,-999,-999,-999,-999,-999
1016100403,20020228,2002.15976,731,31.666,64.164,501.4,17.273,36.428,36.428,26.567,200.4,17.6,-34.2,2104.6,2380.7,5.65,0,0.36,2.36,10.79,1.48,-999,-999,-999,-999,-999,-999,5.61,-999,-999,-999,-999,-999
1016200201,20020319,2002.21261,1429,31.662,64.092,3.3,19.942,36.673,36.674,26.056,226.4,20.1,3.5,2068.9,2395.1,-999,-999,-999,-999,-999,0,62,4.8,-999,-999,-999,-999,-999,-999,11890,14321,1483,-999
1016200203,20020319,2002.21261,1429,31.662,64.092,9.5,19.922,36.673,36.676,26.063,226.3,20.1,3.4,2068.3,2392.9,0,0,0,0.68,-999,-999,60.9,3.9,-999,-999,-999,-999,-999,-999,12029,12907,1191,-999
1016200205,20020319,2002.21261,1429,31.662,64.092,19.8,19.918,36.674,36.673,26.063,226.3,20,3.2,2067.8,2393,0,0,0,-999,-999,-999,59.9,3.8,-999,-999,-999,-999,-999,-999,14235,14556,1224,-999
1016200207,20020319,2002.21261,1429,31.662,64.092,40.4,19.907,36.674,36.673,26.066,226.1,20,3,2069,2393.3,0,0,0,0.62,-999,-999,59,3.6,-999,-999,-999,-999,-999,-999,15528,15162,1376,-999
1016200209,20020319,2002.21261,1429,31.662,64.092,58.5,19.685,36.657,36.658,26.114,222.8,19.9,-1.2,2070.1,2383.3,0.26,0.107,0,0.66,-999,-999,59.4,4,-999,-999,-999,-999,-999,-999,13960,10934,3505,-999
1016200211,20020319,2002.21261,1429,31.662,64.092,79.9,19.557,36.65,36.651,26.144,220.1,19.8,-4.4,2071.4,2386,0.53,0.205,0.05,0.7,-999,-999,58.7,3.9,-999,-999,-999,-999,-999,-999,7618,7281,2211,-999
1016200213,20020319,2002.21261,1429,31.662,64.092,100.4,19.33,36.635,36.633,26.191,211.4,19.6,-14,2080.4,2389.6,1.35,0.049,0.08,0.82,-999,-999,59.8,4.2,-999,-999,-999,-999,-999,-999,603,899,274,-999
1016200215,20020319,2002.21261,1429,31.662,64.092,119,19.174,36.63,36.631,26.23,210.9,19.5,-15.3,2082.5,2391,1.47,0.088,0.09,0.84,-999,-999,59.2,4.8,-999,-999,-999,-999,-999,-999,959,2264,792,-999
1016200217,20020319,2002.21261,1429,31.662,64.092,139,19.109,36.62,36.619,26.239,223.6,19.4,-2.8,2075.1,2399.6,0.89,0.263,0.04,0.79,-999,-999,59,4.7,-999,-999,-999,-999,-999,-999,2447,4853,1650,-999
1016200219,20020319,2002.21261,1429,31.662,64.092,159.4,19.104,36.622,36.62,26.242,222.9,19.3,-3.5,2076.1,2396.7,0.94,0.234,0.04,0.79,-999,-999,59.1,4.1,-999,-999,-999,-999,-999,-999,1887,4722,1476,-999
1016200221,20020319,2002.21261,1429,31.662,64.092,200,19.063,36.63,36.629,26.261,212.4,19.5,-14.2,2087.6,2394.7,1.55,0.088,0.06,0.81,-999,-999,57.8,5.6,-999,-999,-999,-999,-999,-999,328,1230,220,-999
1016200223,20020319,2002.21261,1429,31.662,64.092,248.9,18.79,36.607,36.607,26.317,202.5,19.2,-25.2,2089.1,2390.5,-999,-999,-999,-999,-999,0,53.3,6,-999,-999,-999,-999,-999,-999,167,781,207,-999
1016300301,20020416,2002.28923,1337,31.65,64.167,4.1,21.251,36.759,36.758,25.766,221.3,21.3,3.7,2058,2408.7,0,0,0.04,0.7,-999,-999,65.9,4,-999,-999,-999,-999,-999,-999,1388,7988,425,-999
1016300303,20020416,2002.28923,1337,31.65,64.167,10.3,21.168,36.757,36.757,25.788,221.4,21.3,3.5,2057.9,2405.7,0,0,0.04,0.76,-999,-999,65.9,4,-999,-999,-999,-999,-999,-999,2126,8309,903,-999
1016300305,20020416,2002.28923,1337,31.65,64.167,20.3,21.152,36.756,36.757,25.793,220.4,21.3,2.4,2057.6,2390.8,0,0.01,0.04,0.71,-999,-999,66,3.9,-999,-999,-999,-999,-999,-999,2664,8605,833,-999
1016300307,20020416,2002.28923,1337,31.65,64.167,40.6,20.951,36.737,36.737,25.834,221.9,21.1,3.1,2056.8,2388.3,0,0,0,0.71,-999,-999,66.2,3.8,-999,-999,-999,-999,-999,-999,6739,10459,547,-999
1016300309,20020416,2002.28923,1337,31.65,64.167,60.7,20.866,36.736,36.733,25.855,221.8,21.1,2.6,2057.7,2397.7,0,0,0.04,0.71,-999,-999,64.5,3.6,-999,-999,-999,-999,-999,-999,15607,14014,764,-999
1016300311,20020416,2002.28923,1337,31.65,64.167,81.2,20.812,36.735,36.736,25.873,221.3,21,1.9,2059.4,2396.8,0,0,0,0.73,-999,-999,62.6,3.7,-999,-999,-999,-999,-999,-999,34034,14568,1205,-999
1016300313,20020416,2002.28923,1337,31.65,64.167,100.3,20.678,36.732,36.732,25.908,220.4,20.9,0.5,2060.3,2407.6,0,0,0,0.83,-999,-999,61.8,4.1,-999,-999,-999,-999,-999,-999,62462,12381,652,-999
1016300315,20020416,2002.28923,1337,31.65,64.167,119.2,20.086,36.679,36.681,26.029,216.3,20.6,-6,2067.2,2390.7,0.28,0.107,0,0.78,-999,-999,61.1,3.8,-999,-999,-999,-999,-999,-999,55482,2096,1352,-999
1016300317,20020416,2002.28923,1337,31.65,64.167,139.9,19.711,36.652,36.658,26.112,215.9,20.3,-8,2075.9,2408.3,0.58,0.068,0,0.79,-999,-999,60.2,4.2,-999,-999,-999,-999,-999,-999,35565,1858,1082,-999
1016300321,20020416,2002.28923,1337,31.65,64.167,200.3,19.344,36.628,36.627,26.187,218.6,19.9,-6.8,2070.2,2393,0.89,0.01,0.08,0.92,-999,-999,54.6,4.7,-999,-999,-999,-999,-999,-999,468,483,124,-999
1016300323,20020416,2002.28923,1337,31.65,64.167,249.7,19.185,36.626,36.625,26.229,220.8,19.9,-5.3,2072,2400.1,0.98,0.01,0.08,0.96,-999,-999,52.9,4.6,-999,-999,-999,-999,-999,-999,270,415,71,-999
1016400301,20020514,2002.36591,1322,31.695,64.216,3.6,21.719,36.517,36.518,25.452,222.9,21.8,6.7,2050.5,2393.7,0,0,0,-999,-999,-999,66,4.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400303,20020514,2002.36591,1322,31.695,64.216,10.3,21.7,36.517,36.518,25.458,222.6,21.7,6.4,2049,2383.7,0,0,0,-999,-999,-999,66.4,4.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400305,20020514,2002.36591,1322,31.695,64.216,20,21.592,36.509,36.51,25.482,222.3,21.7,5.6,2048.8,2385.4,0,0,0,-999,-999,-999,66,4.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400307,20020514,2002.36591,1322,31.695,64.216,39.7,20.76,36.575,36.567,25.757,225.1,21,5.3,2052,2392.4,0,0,0,-999,-999,-999,65.7,4.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400309,20020514,2002.36591,1322,31.695,64.216,58.4,20.14,36.619,36.618,25.964,225,20.4,2.8,2060.6,2391.5,0,0,0,-999,-999,-999,64.7,4.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400311,20020514,2002.36591,1322,31.695,64.216,79.3,19.758,36.631,36.629,26.074,211.1,20.3,-12.6,2073.5,2393,1,0.059,0,-999,-999,-999,61.6,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400313,20020514,2002.36591,1322,31.695,64.216,100.4,19.469,36.626,36.628,26.151,211,20,-13.9,2074.6,2404.1,1.31,0.039,0.04,-999,-999,-999,61.1,5.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400317,20020514,2002.36591,1322,31.695,64.216,139.6,19.152,36.613,36.613,26.223,214.6,19.7,-11.6,2075.3,2408,1.41,0.029,0.06,-999,-999,-999,58.9,5.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400319,20020514,2002.36591,1322,31.695,64.216,161.7,19.059,36.618,36.617,26.251,216.3,19.6,-10.3,2075.7,2400.3,1.35,0.029,0.05,-999,-999,-999,56.9,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016400321,20020514,2002.36591,1322,31.695,64.216,199.8,18.856,36.605,36.605,26.296,213.1,19.5,-14.4,2081.6,2383.4,1.9,0.01,0.11,-999,-999,-999,54.4,5.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500201,20020604,2002.42345,1327,31.625,64.271,3.9,23.486,36.465,36.465,24.905,215.1,23.6,5.5,2047.2,2377.4,0,0,0,0.25,-999,-999,65.9,4.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500203,20020604,2002.42345,1327,31.625,64.271,10.5,23.205,36.461,36.462,24.986,215.6,23.4,4.9,2046.6,2379.2,0,0,0,0.27,-999,-999,65.9,4.3,-999,-999,-999,-999,-999,-999,180,14027,586,-999
1016500205,20020604,2002.42345,1327,31.625,64.271,20.3,22.628,36.47,36.471,25.16,218.1,22.8,5.3,2048.3,2388.7,0,0,0,0.33,-999,-999,64.9,4.5,-999,-999,-999,-999,-999,-999,175,13781,598,-999
1016500207,20020604,2002.42345,1327,31.625,64.271,41.1,21.805,36.541,36.527,25.438,223.2,22.2,7.4,2048.7,2389.6,0,0,0,0.28,-999,-999,64.5,3.6,-999,-999,-999,-999,-999,-999,291,11585,497,-999
1016500209,20020604,2002.42345,1327,31.625,64.271,60.7,20.712,36.574,36.572,25.775,229,21.5,9,2053.9,2390.2,0,0,0,0.48,-999,-999,64.3,3.6,-999,-999,-999,-999,-999,-999,19366,16897,1014,-999
1016500211,20020604,2002.42345,1327,31.625,64.271,80.6,19.93,36.597,36.596,26.004,224,20.8,0.9,2059.6,2390.2,0,0,0,0.5,-999,-999,61.3,3.9,-999,-999,-999,-999,-999,-999,84717,11214,814,-999
1016500213,20020604,2002.42345,1327,31.625,64.271,101.4,19.541,36.609,36.606,26.115,216.8,20.4,-7.8,2073.7,2391.1,0.62,0.078,0,0.68,-999,-999,59.8,4.5,-999,-999,-999,-999,-999,-999,46746,2774,2339,-999
1016500215,20020604,2002.42345,1327,31.625,64.271,119.5,19.302,36.613,36.612,26.183,214.5,20.2,-11.1,2073.7,2391.7,1.28,0.029,0.05,0.77,-999,-999,57.7,4.6,-999,-999,-999,-999,-999,-999,5607,485,295,-999
1016500217,20020604,2002.42345,1327,31.625,64.271,140.4,19.152,36.614,36.615,26.225,213.8,19.9,-12.4,2075.7,2391.3,1.39,0.029,0.06,0.8,-999,-999,56.8,4.4,-999,-999,-999,-999,-999,-999,348,109,167,-999
1016500219,20020604,2002.42345,1327,31.625,64.271,160.1,19.069,36.613,36.612,26.245,214.1,20,-12.5,2077.4,2385.3,1.61,0.01,0.06,0.89,-999,-999,55.4,4.4,-999,-999,-999,-999,-999,-999,129,48,42,-999
1016500221,20020604,2002.42345,1327,31.625,64.271,199.4,18.831,36.601,36.6,26.299,212.7,19.6,-14.9,2079.5,2382.7,2.05,0.01,0.08,0.95,-999,-999,54,4.8,-999,-999,-999,-999,-999,-999,18,66,48,-999
1016500223,20020604,2002.42345,1327,31.625,64.271,251.6,18.623,36.593,36.593,26.348,207.6,19.7,-20.9,2086.9,2386.1,2.74,0.01,0.11,1.09,-999,-999,53,5.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500401,20020605,2002.425,259,31.666,64.171,300.9,18.528,36.583,36.583,26.367,214.9,19.2,-14,2085.2,2387.3,3.15,0.01,0.12,1.04,21.3,2.14,52.4,5.5,1.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500402,20020605,2002.425,259,31.666,64.171,402.7,18.06,36.526,36.527,26.446,207.6,18.4,-23.5,2093.1,2383.1,3.97,0,0.19,1.33,20.31,2.28,49.9,6.9,1.4,-999,-999,-999,6.37,-999,-999,-999,-999,-999
1016500404,20020605,2002.425,259,31.666,64.171,600.9,16.609,36.305,36.306,26.635,194.6,17.2,-43.2,2111.4,2374.3,7.09,0,0.39,2.58,20.56,1.9,-999,-999,-999,-999,-999,-999,4.71,-999,-999,-999,-999,-999
1016500405,20020605,2002.425,259,31.666,64.171,699.6,14.551,35.928,35.931,26.812,174.2,15.9,-74,2135.6,2350.8,12.06,0.01,0.74,4.85,18.18,1.84,46,14.8,-999,-999,-999,-999,5.78,-999,-999,-999,-999,-999
1016500406,20020605,2002.425,259,31.666,64.171,796.5,11.887,35.525,35.524,27.039,143.5,14.2,-119.5,2167.7,2329.5,19.85,0.01,1.24,9.64,21.13,2.02,45.7,22.8,0.7,-999,-999,-999,7.7,-999,-999,-999,-999,-999
1016500407,20020605,2002.425,259,31.666,64.171,896.9,9.667,35.267,35.268,27.236,147.4,12.4,-128.9,2178.2,2318.2,22.63,0,1.47,12.81,14.18,2.01,44.4,25.5,-999,-999,-999,-999,14.31,-999,-999,-999,-999,-999
1016500408,20020605,2002.425,259,31.666,64.171,997.6,7.702,35.14,35.141,27.445,173.7,11.1,-115.3,2176.9,2314.1,22.02,0,1.46,13.61,15.13,1.79,44.3,23.9,-999,-999,-999,-999,5.9,-999,-999,-999,-999,-999
1016500409,20020605,2002.425,259,31.666,64.171,1099.7,6.323,35.085,35.086,27.593,205.4,10.4,-93.1,2171.9,2308.1,20.03,0,1.35,12.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500410,20020605,2002.425,259,31.666,64.171,1201.4,5.658,35.091,35.091,27.682,222.3,9.9,-80.8,2168.7,2309.2,19.31,0,1.3,12.78,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500411,20020605,2002.425,259,31.666,64.171,1297,5.178,35.064,35.064,27.719,234.8,9.7,-71.9,2164.1,2309.6,18.79,0,1.26,12.46,-999,-999,-999,-999,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500412,20020605,2002.425,259,31.666,64.171,1397,4.777,35.04,35.041,27.747,245.9,9.5,-63.8,2159.8,2307.8,18.27,0,1.23,12.09,-999,-999,43,20.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500413,20020605,2002.425,259,31.666,64.171,1601.3,4.201,34.994,34.996,27.776,259,9.2,-55.2,2156.7,2304.3,17.77,0,1.18,11.89,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500414,20020605,2002.425,259,31.666,64.171,1794.8,3.793,34.958,34.958,27.789,267.3,8.9,-50.1,2152.5,2306,17.58,0,1.19,12.57,-999,-999,42.7,20.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500415,20020605,2002.425,259,31.666,64.171,2001,3.634,34.957,34.957,27.806,268.1,9.8,-50.5,2148.8,2307.1,17.58,0,1.2,13.62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500416,20020605,2002.425,259,31.666,64.171,2199,3.517,34.967,34.967,27.827,264.8,8.6,-54.7,2157.6,2308.3,17.84,0,1.22,15.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500417,20020605,2002.425,259,31.666,64.171,2399.5,3.361,34.968,34.967,27.844,262.4,8.5,-58.4,2156.8,2311,18.11,0,1.24,18.02,-999,-999,43.2,20.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500418,20020605,2002.425,259,31.666,64.171,2599.2,3.156,34.954,34.955,27.855,264.1,8.2,-58.4,2157.7,2308.2,18.02,0,1.24,19.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500420,20020605,2002.425,259,31.666,64.171,2999.6,2.757,34.933,34.931,27.874,266.7,8,-59,2161.4,2312.4,17.94,0,1.24,21.67,-999,-999,43,20.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500421,20020605,2002.425,259,31.666,64.171,3398.5,2.43,34.913,34.913,27.891,269.7,7.7,-58.7,2163.5,2308.3,18.05,0,1.26,24.94,-999,-999,43.5,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500422,20020605,2002.425,259,31.666,64.171,3796.8,2.262,34.898,34.899,27.896,266.2,8.3,-63.7,2169.9,2315.7,18.69,0,1.31,30.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016500423,20020605,2002.425,259,31.666,64.171,4000.5,2.232,34.894,34.893,27.895,264.2,7.8,-66,2174.4,2319,19.08,0,1.33,32.3,-999,-999,-999,-999,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016600201,20020702,2002.50017,1327,31.684,64.199,3.5,26.874,36.615,36.616,23.979,202.6,26.6,4.6,2050.2,2402.8,0,0,0,0.81,-999,-999,65.9,4.1,-999,-999,-999,-999,-999,-999,443,6277,402,90
1016600205,20020702,2002.50017,1327,31.684,64.199,20.1,25.759,36.605,36.593,24.315,211.2,25.9,9.6,2053,2402.5,0,0,0,0.72,-999,-999,65.1,3.8,-999,-999,-999,-999,-999,-999,327,6910,560,71
1016600207,20020702,2002.50017,1327,31.684,64.199,40.5,21.724,36.638,36.632,25.54,233.2,22.3,17.2,2054.6,2404.6,0,0,0,0.73,-999,-999,65.9,3.8,-999,-999,-999,-999,-999,-999,1488,5622,469,70
1016600213,20020702,2002.50017,1327,31.684,64.199,99.8,20.259,36.745,36.744,26.03,220.8,21.1,-0.7,2072.2,2393.8,0,0,0,0.92,-999,-999,61.7,4,-999,-999,-999,-999,-999,-999,98311,5298,516,70
1016600215,20020702,2002.50017,1327,31.684,64.199,120.5,19.523,36.63,36.631,26.14,223,20.7,-1.6,2073.2,2395.9,0,0,0,0.92,-999,-999,60.6,3.7,-999,-999,-999,-999,-999,-999,79755,3643,471,115
1016600217,20020702,2002.50017,1327,31.684,64.199,140.9,19.283,36.646,36.645,26.214,204.3,20.4,-21.3,2092.4,2402.2,0.52,0.059,0,0.97,-999,-999,58.1,3.9,-999,-999,-999,-999,-999,-999,48608,30,705,136
1016600219,20020702,2002.50017,1327,31.684,64.199,159.8,18.918,36.602,36.601,26.276,199.3,20,-28,2093.7,2394,1.49,0.039,0,1.08,-999,-999,55.5,4.9,-999,-999,-999,-999,-999,-999,24501,44,306,48
1016600221,20020702,2002.50017,1327,31.684,64.199,200,18.65,36.599,36.598,26.343,197.5,19.9,-30.8,2093.8,2392.2,3.31,0,0.12,1.43,-999,-999,52,5.9,-999,-999,-999,-999,-999,-999,262,13,13,0
1016600401,20020703,2002.5016,200,31.665,64.171,300.6,18.146,36.536,36.536,26.427,201.1,18.6,-29.5,2097.2,2388.1,4.11,0.02,0.2,1.4,20.96,3.25,50.3,7.9,1.5,-999,-999,-999,6.09,-999,-999,-999,-999,-999
1016600403,20020703,2002.5016,200,31.665,64.171,500,16.795,36.33,36.331,26.606,192.8,17.4,-44.1,2113.6,2379.2,6.68,0.02,0.38,2.47,16.54,2.74,-999,-999,-999,-999,-999,-999,15.78,-999,-999,-999,-999,-999
1016700203,20020820,2002.63441,1327,31.647,64.259,10.5,27.597,36.284,36.287,23.497,201.5,27.5,5.5,2018.7,2384.6,0,0,0,1.37,-999,-999,66.9,4.4,-999,-999,-999,-999,-999,-999,2780,16466,467,88
1016700205,20020820,2002.63441,1327,31.647,64.259,20.1,27.333,36.298,36.299,23.593,199.3,27.3,2.4,2019.2,2384,0,0,0,1.34,-999,-999,67.2,4.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1016700207,20020820,2002.63441,1327,31.647,64.259,39.5,25.894,36.814,36.804,24.433,214.1,26.1,13.2,2045.6,2412.7,0,0,0,1.19,-999,-999,67,4.4,-999,-999,-999,-999,-999,-999,15521,8745,498,53
1016700209,20020820,2002.63441,1327,31.647,64.259,60.3,22.647,36.75,36.748,25.367,233.5,23.4,21.2,2045.8,2417.9,0,0,0,1.13,-999,-999,66.1,3.9,-999,-999,-999,-999,-999,-999,229,9,4,4
1016700211,20020820,2002.63441,1327,31.647,64.259,80.4,21.579,36.757,36.752,25.674,231.5,22.4,15.2,2055.2,2422.6,0,0,0,1.08,-999,-999,65.2,4,-999,-999,-999,-999,-999,-999,100548,5900,498,43
1016700213,20020820,2002.63441,1327,31.647,64.259,99.7,20.622,36.676,36.677,25.881,226.6,21.6,6.4,2057.6,2406.8,0,0,0,0.82,-999,-999,62.7,3.9,-999,-999,-999,-999,-999,-999,116314,6362,271,88
1016700215,20020820,2002.63441,1327,31.647,64.259,119.9,19.99,36.669,36.672,26.047,217.9,21,-4.8,2068.8,2408.2,0,0,0,0.88,-999,-999,59.9,3.7,-999,-999,-999,-999,-999,-999,81667,1805,209,75
