Id,yyyymmdd,decy,time,latN,lonW,Depth,Temp,CTD_S,Sal1,Sig-th,O2(1),OxFix,Anom1,CO2,Alk,NO31,NO21,PO41,Si1,POC,PON,TOC,TN,Bact,POP,TDP,SRP,BSi,LSi,Pro,Syn,Piceu,Naneu
1005100104,19921207,1992.9333,1540,31.759,64.15,140.5,19.284,36.635,36.634,26.205,206.1,19.3,-19.6,2079.2,2399.4,1.83,-999,0.08,0.92,-999,-999,-999,-999,-999,0.004,-999,-999,-999,-999,-999,-999,-999,-999
1005100105,19921207,1992.9333,1540,31.759,64.15,119.1,19.865,36.649,36.651,26.065,203.9,19.7,-19.3,2075,2395.2,1.2,-999,0.06,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005100106,19921207,1992.9333,1540,31.759,64.15,100.3,21.14,36.661,36.665,25.73,203.4,21.1,-14.7,2064.7,2395.2,0.8,-999,0.04,0.69,-999,-999,-999,-999,-999,0.005,-999,-999,-999,-999,-999,-999,-999,-999
1005100107,19921207,1992.9333,1540,31.759,64.15,90.7,21.875,36.595,36.591,25.469,211.7,21.9,-3.8,2043.8,2391.5,0.15,-999,0,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005100108,19921207,1992.9333,1540,31.759,64.15,81,22.103,36.576,36.575,25.392,213,22.1,-1.7,2037.9,2391.8,0,-999,0,0.69,-999,-999,-999,-999,-999,0.011,-999,-999,-999,-999,-999,-999,-999,-999
1005100109,19921207,1992.9333,1540,31.759,64.15,58.8,22.245,36.577,36.576,25.352,214.2,22.2,0.1,2036.6,2391.4,0,-999,0,0.71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005100110,19921207,1992.9333,1540,31.759,64.15,39.8,22.248,36.577,36.578,25.351,-999,22.2,-0.2,2035.3,2390.8,0,-999,0,0.73,-999,-999,-999,-999,-999,0.012,-999,-999,-999,-999,-999,-999,-999,-999
1005100111,19921207,1992.9333,1540,31.759,64.15,19.6,22.241,36.578,36.578,25.352,214.4,22.2,0.3,2035.8,2390.9,0,-999,0,0.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005100112,19921207,1992.9333,1540,31.759,64.15,5.4,22.235,36.578,36.581,25.355,215.1,22.2,1,2035.7,2391.5,0,-999,0,0.68,-999,-999,-999,-999,-999,0.013,-999,-999,-999,-999,-999,-999,-999,-999
1005200101,19930112,1993.03245,2016,31.952,64.203,249.4,18.168,36.545,36.545,26.426,206.4,18.5,-24.1,2080.6,2389.4,3.6,-999,0.15,1.36,4.61,0.8,-999,-999,1.5,-999,-999,-999,9.26,5.19,0,0,2,-999
1005200102,19930112,1993.03245,2016,31.952,64.203,200.7,18.331,36.561,36.559,26.394,-999,18.4,-22.5,2080.5,2388.3,3.6,-999,0.15,1.37,4.47,0.42,-999,-999,1.6,-999,-999,-999,6.94,4.87,0,0,3,-999
1005200103,19930112,1993.03245,2016,31.952,64.203,160.3,18.653,36.579,36.577,26.325,202.2,18.7,-26.2,2082.6,2390.4,3.57,-999,0.14,1.26,2.66,4.04,-999,-999,1.5,-999,-999,-999,6.97,3.6,704,0,56,-999
1005200104,19930112,1993.03245,2016,31.952,64.203,121.4,20.13,36.635,-999,25.982,-999,19,-999,2083.5,2389.7,1.63,-999,0,1.18,6.27,0.93,-999,-999,2.4,-999,-999,-999,9.91,3.81,10982,0,296,-999
1005200105,19930112,1993.03245,2016,31.952,64.203,100.7,20.896,36.65,36.66,25.794,221.6,21.2,2.4,2042.5,2396.3,0,-999,0,0.9,17.16,2.9,-999,-999,5.5,-999,-999,-999,10.59,4.04,83367,11312,-999,-999
1005200106,19930112,1993.03245,2016,31.952,64.203,80.6,20.967,36.657,36.652,25.767,218.7,21.1,-0.2,2044,2393.6,0,-999,0,0.58,13.6,2.58,-999,-999,5,-999,-999,-999,10.17,4.2,87157,10574,789,-999
1005200107,19930112,1993.03245,2016,31.952,64.203,70.4,20.981,36.656,36.656,25.765,219.9,21.2,1.1,2042.3,2390.3,0,-999,0,0.62,20.7,3.34,-999,-999,5.5,-999,-999,-999,10.47,4.33,38688,5394,1101,-999
1005200108,19930112,1993.03245,2016,31.952,64.203,50.3,20.981,36.655,36.656,25.764,-999,21.2,0.7,2043.6,2394.8,0,-999,0,0.63,16.11,2.96,-999,-999,5.2,-999,-999,-999,11.72,3.37,85370,11283,1061,-999
1005200109,19930112,1993.03245,2016,31.952,64.203,41.2,20.98,36.655,36.654,25.763,220.2,21.1,1.4,2043.9,2397.5,0,-999,0,0.64,21.18,3.28,-999,-999,5.4,-999,-999,-999,10.59,7.08,82380,12057,1067,-999
1005200110,19930112,1993.03245,2016,31.952,64.203,21.1,20.985,36.655,36.655,25.761,220,21.1,1.2,2037.2,2395.8,0,-999,0,0.65,17.99,3.09,-999,-999,5.1,-999,-999,-999,10.93,3.41,85811,11475,1039,-999
1005200111,19930112,1993.03245,2016,31.952,64.203,11.2,20.987,36.652,36.655,25.76,220.2,21.1,1.4,2038.7,2395.6,0,-999,0,0.71,18.64,3.28,-999,-999,5,-999,-999,-999,11.2,4.4,74868,10638,1139,-999
1005200112,19930112,1993.03245,2016,31.952,64.203,0.9,21.108,36.657,36.655,25.726,222.2,21.2,3.9,2038.6,2395.9,0,-999,0,0.72,19.6,3.34,-999,-999,4.7,-999,-999,-999,14.07,8.33,74671,10226,1244,-999
1005300201,19930209,1993.10779,815,31.849,64.297,251.1,18.447,36.584,36.583,26.385,-999,18.4,-999,2081.9,2397.3,3.35,0,0.13,1.2,3.3,0.87,-999,-999,-999,0.003,-999,-999,15.4,5.83,-999,-999,-999,-999
1005300203,19930209,1993.10779,815,31.849,64.297,161.7,18.919,36.611,36.611,26.283,198.1,18.9,-29.1,2081.4,2397.6,2.73,0,0.1,1.34,6.16,1.5,-999,-999,-999,-999,-999,-999,12.7,2.14,-999,-999,-999,-999
1005300204,19930209,1993.10779,815,31.849,64.297,140.2,19.14,36.624,36.624,26.235,197,19.1,-29.2,2081.1,2398,2.41,0,0.08,1.12,11.26,2.2,-999,-999,-999,0.007,-999,-999,13.3,4.48,-999,-999,-999,-999
1005300205,19930209,1993.10779,815,31.849,64.297,121.9,19.837,36.672,36.674,26.09,209.5,19.8,-13.9,2060.7,2398.4,0.83,0.059,0,0.99,8.87,2.02,-999,-999,-999,-999,-999,-999,12,4.34,-999,-999,-999,-999
1005300206,19930209,1993.10779,815,31.849,64.297,101.9,20.166,36.69,36.69,26.014,218.2,20.2,-3.8,2049.8,2398.8,0.13,0.039,0,0.88,17.21,3.54,-999,-999,-999,0.011,-999,-999,11.6,2.92,-999,-999,-999,-999
1005300207,19930209,1993.10779,815,31.849,64.297,81.2,20.144,36.679,36.679,26.01,214.6,20.1,-7.5,2048.3,2399.7,0,0,0,0.79,21.24,4.62,-999,-999,-999,-999,-999,-999,13.3,1.12,-999,-999,-999,-999
1005300208,19930209,1993.10779,815,31.849,64.297,62.5,20.138,36.676,36.676,26.009,215.7,20.1,-6.4,2049.1,2399.4,0,0,0,0.59,22.13,4.81,-999,-999,-999,0.012,-999,-999,13.4,4.57,-999,-999,-999,-999
1005300209,19930209,1993.10779,815,31.849,64.297,42.3,20.151,36.668,36.668,25.998,-999,20.1,-999,2047.8,2393.1,0,0,0,0.76,25.94,5.52,-999,-999,-999,-999,-999,-999,12.9,5.94,-999,-999,-999,-999
1005300210,19930209,1993.10779,815,31.849,64.297,20.5,20.152,36.666,36.666,25.995,216.9,20.1,-5.2,2047.6,2392.3,0,0,0,0.76,25.11,5.32,-999,-999,-999,0.011,-999,-999,13.9,1.53,-999,-999,-999,-999
1005300211,19930209,1993.10779,815,31.849,64.297,11,20.153,36.666,36.666,25.994,216.4,20.1,-5.7,2047.3,2391.6,0,0,0,0.77,26.76,5.58,-999,-999,-999,-999,-999,-999,14.6,4.36,-999,-999,-999,-999
1005300212,19930209,1993.10779,815,31.849,64.297,1.9,20.153,36.667,36.666,25.994,217.4,20.1,-4.7,2045.8,2391.8,0,0,0,0.77,23.45,5.07,-999,-999,-999,0.013,-999,-999,15.9,6.17,-999,-999,-999,-999
2005300501,19930225,1993.15213,1237,31.682,64.204,248.5,18.566,36.592,36.591,26.362,-999,18.6,-25.2,2084.2,2389.2,3.7,0.049,0.09,1.17,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300502,19930225,1993.15213,1237,31.682,64.204,196,18.994,36.62,36.62,26.272,196.6,18.9,-30.3,2084.8,2390.3,1.68,-999,0,0.97,10.14,2.46,-999,-999,2.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300503,19930225,1993.15213,1237,31.682,64.204,158.2,19.567,36.629,36.631,26.13,221.8,19.5,-2.7,2058.9,2394.5,0.32,0.078,0,0.82,25.8,5.9,-999,-999,5.1,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300504,19930225,1993.15213,1237,31.682,64.204,139.2,19.59,36.636,36.636,26.126,222.6,19.6,-1.8,2057.2,2392.4,0.19,0.068,0,0.68,22.2,5.14,-999,-999,6.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300505,19930225,1993.15213,1237,31.682,64.204,118.7,19.588,36.637,36.638,26.128,223.4,19.6,-1,2057.8,2392.5,0.21,0.078,0,0.7,-999,-999,-999,-999,5.2,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300506,19930225,1993.15213,1237,31.682,64.204,98.2,19.585,36.637,36.637,26.127,223.2,19.6,-1.2,2057.7,2388.8,0.19,0.068,0,0.69,27.07,6.08,-999,-999,5.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300507,19930225,1993.15213,1237,31.682,64.204,90.3,19.583,36.637,36.635,26.126,222.5,19.6,-1.9,2057.5,2390.1,0.25,0.107,0,0.72,22.08,4.94,-999,-999,6.1,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300508,19930225,1993.15213,1237,31.682,64.204,79.2,19.58,36.637,36.638,26.128,222.9,19.6,-1.5,2056.6,2391.8,0.2,0.068,0,0.75,28.13,6.66,-999,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300509,19930225,1993.15213,1237,31.682,64.204,61.9,19.581,36.637,36.637,26.126,-999,19.6,-1.8,2057.6,2391.5,0.14,0.059,0,0.77,31.65,7.85,-999,-999,6.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300510,19930225,1993.15213,1237,31.682,64.204,42.8,19.576,36.637,36.636,26.126,222.9,19.6,-1.6,2057.4,2392.9,0.14,0.059,0,0.8,26.94,5.57,-999,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300511,19930225,1993.15213,1237,31.682,64.204,18.9,19.568,36.637,36.636,26.127,223.7,19.6,-0.8,2057.4,2392.8,0.17,0.068,0,0.72,25.57,5.32,-999,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005300512,19930225,1993.15213,1237,31.682,64.204,4.1,19.569,36.637,36.641,26.129,-999,19.6,-1.5,2057,2391.4,0.19,0.068,0,0.78,-999,-999,-999,-999,6.1,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005400201,19930310,1993.18791,1407,31.803,64.427,250.3,18.525,36.592,36.591,26.371,203.1,18.5,-25.8,2090.8,2385.9,3.98,0,0.13,1.19,8.15,2.01,-999,-999,1.9,-999,-999,-999,7.27,6.06,0,40,9,-999
1005400202,19930310,1993.18791,1407,31.803,64.427,201.2,18.792,36.605,36.605,26.313,197.7,18.8,-30,2088.1,2388.1,3.25,0,0.08,0.96,7.7,1.8,-999,-999,1.9,-999,-999,-999,8.98,2.56,436,208,48,-999
1005400203,19930310,1993.18791,1407,31.803,64.427,157.1,19.13,36.611,36.611,26.228,214,19.1,-12.3,2070.7,2388.7,1.44,0.146,0,0.72,15.61,3.36,-999,-999,3.4,-999,-999,-999,11.68,4.32,1559,3637,1058,-999
1005400204,19930310,1993.18791,1407,31.803,64.427,149.4,19.162,36.611,36.613,26.221,217.4,19.2,-8.8,2067.4,2390.1,1.07,0.156,0,0.72,15.4,3.5,-999,-999,3.8,-999,-999,-999,11.89,15.77,2607,5580,-999,-999
1005400205,19930310,1993.18791,1407,31.803,64.427,130.8,19.239,36.627,36.627,26.211,221.1,19.2,-4.7,2062.8,2391.6,0.54,0.107,0,0.72,23.16,4.84,-999,-999,5.2,-999,-999,-999,16.81,4.11,11013,16508,3950,-999
1005400206,19930310,1993.18791,1407,31.803,64.427,119.9,19.252,36.631,36.631,26.21,222,19.2,-3.8,2063,2391.2,0.43,0.107,0,0.71,24.32,5.72,-999,-999,5.5,-999,-999,-999,16.5,3.06,12208,17890,4483,-999
1005400207,19930310,1993.18791,1407,31.803,64.427,101.8,19.26,36.634,36.634,26.209,222.5,19.3,-3.3,2061.9,2391.8,0.35,0.098,0,0.63,19.65,4.38,-999,-999,4.9,-999,-999,-999,14.68,2.09,14093,19827,4485,-999
1005400208,19930310,1993.18791,1407,31.803,64.427,83,19.266,36.637,36.638,26.21,222.9,19.3,-2.8,2061.4,2393.3,0.25,0.078,0,0.75,24.42,5.46,-999,-999,5.7,-999,-999,-999,17.17,3.63,13216,18618,4651,-999
1005400209,19930310,1993.18791,1407,31.803,64.427,61.6,19.264,36.638,36.638,26.209,223.3,19.3,-2.5,2061.8,2391.6,0.25,0.088,0,0.56,25.35,5.72,-999,-999,6.1,-999,-999,-999,15.35,1.22,13761,18897,4565,-999
1005400210,19930310,1993.18791,1407,31.803,64.427,41.5,19.265,36.638,36.638,26.208,223.7,19.3,-2,2061.3,2388.2,0.25,0.088,0,0.83,31.71,6.33,-999,-999,7.3,-999,-999,-999,17.86,6.07,13094,18867,4421,-999
1005400211,19930310,1993.18791,1407,31.803,64.427,21.7,19.279,36.638,36.637,26.203,223.9,19.3,-1.8,2060.9,2389.3,0.27,0.088,0,0.83,20.64,4.17,-999,-999,5.3,-999,-999,-999,13.94,4.26,12670,18421,4033,-999
1005400212,19930310,1993.18791,1407,31.803,64.427,2.8,19.279,36.64,36.639,26.203,224.2,19.3,-1.5,2063.1,2389.1,0.28,0.088,0,0.87,28.98,5.86,-999,-999,4.8,-999,-999,-999,17.86,5.15,13654,17542,4295,-999
2005400101,19930330,1993.2424,1125,31.795,64.203,252.1,18.166,36.542,36.542,26.424,-999,18.2,-999,2089.2,2389.6,3.26,0,0.1,1.5,7.62,1.2,-999,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400102,19930330,1993.2424,1125,31.795,64.203,200,18.425,36.577,36.58,26.386,197.6,18.4,-31.7,2090.2,2387.6,3.37,0,0.12,1.55,6.26,1.27,-999,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400103,19930330,1993.2424,1125,31.795,64.203,160.5,18.632,36.592,36.592,26.341,198.2,18.6,-30.3,2090.2,2395.6,3.03,0.029,0.1,1.51,8.09,2,-999,-999,1.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400104,19930330,1993.2424,1125,31.795,64.203,141.6,18.794,36.598,36.602,26.307,199.9,18.9,-27.8,2091.9,2395.6,2.5,0.029,0.07,1.39,9.1,2.33,-999,-999,2.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400105,19930330,1993.2424,1125,31.795,64.203,121.9,19.055,36.62,36.624,26.256,198.5,19.2,-28.1,2075,2396.8,1.75,0,0,1.21,15.85,3.66,-999,-999,3.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400106,19930330,1993.2424,1125,31.795,64.203,101.2,19.627,36.684,36.684,26.152,223.7,19.6,-0.5,2060.8,2396,0,0,0,0.99,24.13,5.86,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400107,19930330,1993.2424,1125,31.795,64.203,81.1,19.794,36.696,36.695,26.115,224,19.9,0.5,2060.8,2397.4,0,0,0,0.95,24.88,5.5,-999,-999,5.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400108,19930330,1993.2424,1125,31.795,64.203,60.8,19.909,36.705,36.706,26.092,225.5,19.9,2.5,2059.4,2399.7,0,0,0,0.86,29.59,5.13,-999,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400109,19930330,1993.2424,1125,31.795,64.203,40.1,19.968,36.71,36.71,26.078,225.4,20,2.7,2058.6,2400.8,0,0,0,0.82,26.23,4.73,-999,-999,5.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400110,19930330,1993.2424,1125,31.795,64.203,21.4,20.133,36.709,36.706,26.031,225.1,20.2,3,2058.5,2399.1,0,0,0,0.83,25.31,4.6,-999,-999,5.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400111,19930330,1993.2424,1125,31.795,64.203,10.9,20.324,36.703,36.702,25.976,224.8,20.3,3.5,2059,2401,0,0,0,0.83,25.6,5.16,-999,-999,5.1,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005400112,19930330,1993.2424,1125,31.795,64.203,3.3,20.335,36.703,36.703,25.974,224.2,20.3,3,2059.3,2400.8,0,0,0,0.79,26.46,4.93,-999,-999,5.2,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005500101,19930414,1993.28379,1400,31.837,64.228,247.6,18.449,36.581,36.58,26.383,203.3,18.4,-25.9,2088.1,2389.6,3.26,0,0.15,1.68,7.99,1.46,-999,-999,2.4,-999,-999,-999,6.05,5.97,0,0,3,-999
1005500102,19930414,1993.28379,1400,31.837,64.228,203.6,18.699,36.6,36.599,26.331,204.5,18.7,-23.6,2084,2387.6,2.54,0,0.09,1.33,5.71,1.28,-999,-999,2.8,-999,-999,-999,10.1,3.11,364,135,44,-999
1005500103,19930414,1993.28379,1400,31.837,64.228,153.1,19.171,36.619,36.618,26.223,211.5,19.2,-14.7,2075.5,2395.6,1.1,0.029,0,1.06,10.39,2.23,-999,-999,2.7,-999,-999,-999,11.61,3.98,13495,468,680,-999
1005500104,19930414,1993.28379,1400,31.837,64.228,101.7,20.143,36.718,36.718,26.041,222,20,0,2061.8,2395.6,0,-999,0,0.94,20.91,4.07,-999,-999,5.6,-999,-999,-999,9.66,2.38,70827,10695,915,-999
1005500105,19930414,1993.28379,1400,31.837,64.228,89.9,20.289,36.72,36.723,26.005,-999,20.3,3.8,2059.7,2396.8,0,0,0,0.82,26.07,4.67,-999,-999,6.2,-999,-999,-999,12.64,6.43,57673,12119,738,-999
1005500106,19930414,1993.28379,1400,31.837,64.228,80.1,20.415,36.726,36.726,25.973,225.7,20.4,4.8,2059.5,2396,0,0,0,0.78,24.21,4.27,-999,-999,5.9,-999,-999,-999,9.77,2.62,53597,11380,927,-999
1005500107,19930414,1993.28379,1400,31.837,64.228,69.3,20.653,36.738,36.739,25.918,223.8,20.6,3.9,2058.1,2397.4,0,0,0,0.8,18.13,3.19,-999,-999,5.1,-999,-999,-999,9.33,4.04,43431,9332,858,-999
1005500108,19930414,1993.28379,1400,31.837,64.228,57.2,20.725,36.748,36.749,25.905,222.5,20.7,2.9,2058.1,2399.7,0,0,0,0.82,15.27,2.54,-999,-999,5.3,-999,-999,-999,10.22,4,43140,7253,740,-999
1005500109,19930414,1993.28379,1400,31.837,64.228,50.1,20.727,36.749,36.748,25.904,-999,20.7,-999,2056.9,2400.8,0,-999,0,0.78,17,2.93,-999,-999,4.8,-999,-999,-999,9.11,4.2,43552,7426,660,-999
1005500110,19930414,1993.28379,1400,31.837,64.228,21.3,20.759,36.749,36.749,25.894,-999,20.8,-999,2057.5,2399.1,0,0,0,0.8,19.66,3.44,-999,-999,4.5,-999,-999,-999,11.06,3.83,37843,7018,768,-999
1005500111,19930414,1993.28379,1400,31.837,64.228,11.7,20.767,36.75,36.749,25.892,222.9,20.8,3.4,2057.4,2401,0,0,0,0.82,16.1,2.75,-999,-999,4.7,-999,-999,-999,14.24,8.66,38395,6565,669,-999
1005500112,19930414,1993.28379,1400,31.837,64.228,6.1,20.768,36.75,36.75,25.892,222.7,20.8,3.2,2057.3,2400.8,0,0,0,0.78,16.93,2.9,-999,-999,4.7,-999,-999,-999,12.68,4.07,36113,6293,-999,-999
2005500101,19930427,1993.31905,1055,31.755,64.135,250.9,18.642,36.594,36.594,26.344,215.2,20.1,-13.2,2075.4,2390.3,2,0,0.04,1.4,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005500102,19930427,1993.31905,1055,31.755,64.135,203.4,18.784,36.598,36.598,26.309,220.2,20.1,-7.6,2070,2389.4,1.59,0,0,1.32,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005500103,19930427,1993.31905,1055,31.755,64.135,159.9,18.81,36.599,36.598,26.3,219.4,20.1,-8.3,2069.3,2387.9,1.59,0,0,1.33,-999,-999,-999,-999,3.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
2005500104,19930427,1993.31905,1055,31.755,64.135,140.3,18.846,36.601,36.605,26.296,219.4,19.9,-8.2,2068.9,2389.7,1.54,0,0.04,1.3,-999,-999,-999,-999,4.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
