"No","NN.sigma_1800_today","lat","long"
3091,0.0262483907040878,-32,335.01
3092,0.0482767559346053,-31.392,335
3093,0.0426665794092343,-30.797,335.05
3094,0.0112687207819026,-30.22,334.95
3095,0.0603857630982264,-28.49,334.96
3096,0.00522306561878001,-27.9,334.95
3097,0.0132610985313806,-26.143,334.96
3098,0.0128186799585707,-25.568,335
3099,6.53540197656882e-05,-24.995,335.02
3100,0.00121611168045934,-23.813,335
3101,0.00238788301520281,-23.238,334.99
3102,0.000800697303978487,-22.642,334.99
3103,0.00586240725420193,-22.048,334.99
3104,5.52956512541162e-05,-21.508,334.99
3105,0.0217628680598279,-20.893,335
3106,0.0248952099938361,-20.318,334.97
3107,0.0597818077037864,-19.162,334.99
3108,0.0291852044516813,-18.532,334.99
3109,0.0647197444564484,-17.942,334.97
3110,0.0206535238627997,-16.78,334.99
3111,0.0296485152340295,-16.228,334.98
3112,0.0418092733505379,-15.66,334.99
3113,0.00226654960862231,-14.49,335.02
3114,0.0138381546996017,-13.888,335
3115,0.0340663753189823,-13.313,334.98
3116,0.0139656601441012,-12.147,334.99
3117,0.015418493730031,-11.565,334.99
3118,0.0172491509221789,-10.987,335.01
3119,0.0122267700152696,-9.823,335
3120,0.0333149420845037,-9.222,335.02
3121,0.0195645996018719,-8.647,335.02
3122,0.0256892675750895,-8.068,334.99
3123,0.0339989189737353,-7.487,334.99
3124,0.081458249063108,-6.92,335.02
3125,0.124993956499434,-5.152,334.99
3126,0.125383583368072,-4.535,334.99
3127,0.0459932880491323,-3.967,335.03
3128,0.0432606669414979,-2.482,335.02
3129,0.0770466249539589,-0.652,335.01
3130,0.00189312457331642,0.343,335
3131,0.00988014700161299,0.66,335
3132,0.0031783945427594,-0.657,323.52
3133,0.0615575805789586,-0.34,323.47
3134,0.0335280291961801,0.01,323.51
3135,0.0545319763934669,0.328,323.5
3136,0.0350180211141059,0.648,323.5
3137,0.0462464090041246,1.18,323.52
3138,0.0367416741812702,-3.872,322.67
3139,0.00804375810653866,-3.448,323.04
3140,0.0405926549449813,-2.332,324.05
3141,0.0395721978411379,-1.93,324.05
3142,0.0732726245699179,-1.657,324.05
3143,0.0898842867906715,-1.334,324.06
3144,0.0576437247453886,-0.986,324.05
3145,0.0226556372996788,-0.752,324.05
3146,0.0161599550974781,-0.248,324.05
3147,0.0174218776257814,0.001,324.05
3148,0.0719750432012978,0.247,324.05
3149,0.0875842102267723,0.501,324.05
3150,0.0214832215968032,0.866,324.05
3151,0.0561788023073924,1.584,324.05
3152,0.000970484565921883,7.499,341
3153,0.00349689917422069,6.498,341
3154,0.00357070764592089,5.499,341
3155,0.00375274374146004,4.5,341
3156,0.00352576396494678,4.002,341
3157,0.00243905286866318,3,341
3158,0.00552547757649445,1.001,341
3159,0.0128806529538954,0.004,341
3160,0.0171540127637404,-0.282,341
3161,0.00812752285470791,-1,341
3162,0.00208273370347169,-3.001,341
3163,0.0161799649691345,-3.888,341
3164,0.00214714752802412,-5.002,341
3165,0.0124673797328102,-5.501,341
3166,0.00285282683266335,-6,341
3167,0.0246708169766666,-7.001,341
3168,0.0254851720827855,-7.5,341
3169,0.0455004727950833,-8.5,341
3170,0.00386303404785518,-9,341
3171,0.0408841815930821,-9.5,341
3172,0.0282998233627783,-10.45,341
3173,0.00447130736989604,-10.9,341
3174,0.0121648943644933,-11.334,341
3175,0.00394092995648183,-12.617,341
3176,0.0146686581892611,-13.533,341
3177,0.0336362899729608,-14.451,341
3178,0.0193009851946861,-15.068,341
3179,0.000686945197560183,-15.583,341
3180,0.00442794630091838,-16.601,341
3181,0.000705693214584903,-18.716,341.01
3182,0.000739597871230937,-20.567,341
3183,0.000656489195066221,-21,341
3184,0.00957376432354901,-22.625,341
3185,0.00454671900201493,-23.167,341
3186,0.000441114854733791,-23.7,341
3187,0.0161173539309046,-24.702,341
3188,0.00309173306658783,-25.201,341
3189,0.0112491397188709,-25.701,341
3190,0.0578970274685785,-26.684,341
3191,0.0461332153996103,-27.201,341
3192,0.0497967481161749,-27.705,341
3193,0.0132515748170599,-28.666,341
3194,0.047213511240775,-29.133,341
3195,0.0362842642467188,-29.567,341
3196,0.0108788767016592,-30.566,341
3197,0.0190838087568364,-31.033,341
3198,0.0260515408333577,-31.501,341
3199,0.00628979463407558,-32,341
3200,0.0236637759140889,-18.616,342.11
3201,0.0128581692874469,-18.708,341.53
3202,0.000751073113603449,-18.715,341
3203,0.00401365063940168,-18.76,339.95
3204,0.00120974948350796,-18.669,339.42
3205,0.00213516539901186,-18.579,338.89
3206,0.0056581457491795,-18.399,337.83
3207,0.00827032823417407,-18.307,337.3
3208,0.00223375590005067,-18.217,336.77
3209,0.0027116350445967,-18.038,335.71
3210,0.000898327225395471,-17.855,334.65
3211,0.00229351378071559,-17.675,333.58
3212,0.00255496680635103,-17.488,332.5
3213,0.00570103420228118,-17.485,331.5
3214,0.000682465804823257,-17.948,328.33
3215,0.00562497638911853,-18.1,327.17
3216,0.00250080935905583,-18.303,326.08
3217,0.00402822960735773,-18.447,325.13
3218,0.00781645057031329,-18.575,324.33
3219,0.00670520834586463,-18.656,323.51
3220,0.000416165524888456,-18.681,323.24
3221,0.00132849737021224,-18.755,322.74
3222,1.96177974916353e-05,-18.885,322.2
3223,0.128389793503809,-32.003,95.006
3224,0.000359929050610156,-33,94.994
3225,0.00414782718977047,-34,95
3226,0.0192322904855973,-34.994,95
3227,0.0240721118490397,-36.997,95.003
3228,0.371871257910518,-37.997,95
3229,0.00821717863344427,-38.992,95.003
3230,0.012751893676134,-40,94.997
3231,0.0365517206886632,-41.006,95.008
3232,0.0474045790178867,-41.997,95
3233,0.000415504072903142,-43,95.003
3234,0.0208886406601674,-44,95
3235,0.00879977952356657,-45.836,94.281
3236,0.0370971232935902,-47.561,92.753
3237,0.0207163302556744,-48.422,91.994
3238,0.051919905179262,-51.419,89.203
3239,0.0607745983328332,-51.836,88.764
3240,0.0305989887559136,-52.686,87.895
3241,0.148833300304379,-53.525,87.017
3242,0.0797373192938544,-54.372,86.117
3243,0.00172785795700621,-55.211,85.189
3244,0.0603356077790184,-56.061,84.247
3245,0.0653838775099887,-56.903,83.297
3246,0.268069238791407,-57.514,82.539
3247,0.0713859260634527,-58.611,82.003
3248,0.00688621760729786,-61,82
3249,0.00160315088812492,-61.975,82.011
3250,0.000218156246456898,-63.003,82.003
3251,0.00388609193243237,-64.15,81.892
3252,0.0109384615605227,-63.258,82.003
3253,0.000932037553979648,-63.681,112.59
3254,0.0205321715050303,-62.85,113.79
3255,0.031594726782434,-58,115
3256,0.130467729406913,-57.397,115
3257,0.096317848997858,-56.8,115
3258,0.206459817680167,-55.6,115
3259,0.143085771174926,-54.4,115
3260,0.240711936578223,-53.203,115.01
3261,0.00197862050580628,-52.003,115
3262,0.00425768643771787,-51.003,115
3263,0.108279362886752,-50,115
3264,0.0045045430552795,-49,115
3265,0.00442632453698154,-48,115
3266,0.0311355045962499,-47.003,115
3267,0.0959271945543596,-45.997,115.01
3268,0.00249524392787282,-43.997,115
3269,0.0181902791844356,-43,115
3270,0.0132747312648079,-42,115
3271,0.114909586364623,-40.895,115
3272,0.0690958097709574,-39.697,115
3273,0.189139818784905,-31.226,106.26
3274,0.000101609263053005,-31.001,102.75
3275,0.0106859306266021,-31.298,94.996
3276,0.028546626363178,-30.694,95.007
3277,0.0347057159821444,-30.117,95.001
3278,0.0137323342063154,-29.512,95.007
3279,0.00722338319151471,-28.912,95.002
3280,0.0277126486621897,-28.311,95.007
3281,0.00786910684103818,-27.713,94.999
3282,0.176828683531378,-27.107,95.003
3283,0.0442642019132925,-26.517,94.994
3284,0.0164977150151274,-25.903,95.004
3285,0.0313289372732797,-25.335,94.999
3286,0.0551105021342312,-24.731,95.009
3287,0.00170580618294357,-24.135,95.007
3288,0.134400558532808,-23.559,95.005
3289,0.0579702941113234,-23.016,94.998
3290,0.00415097954615849,-22.452,94.989
3291,0.00382226665933049,-21.881,95.008
3292,0.00518463798281869,-21.317,95
3293,0.0268044535272918,-20.762,95
3294,0.019131219230109,-20.2,95
3295,0.0173303148560847,-19.634,95
3296,0.0149071801178079,-19.083,95.002
3297,0.00471777918422276,-18.519,94.999
3298,0.00938988785171153,-17.962,95.005
3299,0.00505595834081855,-17.4,95
3300,0.0297667211940667,-16.838,94.992
3301,0.00714127424148966,-16.278,95.007
3302,0.0179624417722095,-15.717,95
3303,0.0114567098383884,-15.167,94.998
3304,0.0159504316772265,-14.635,95.001
3305,0.0119306939997506,-14.083,94.993
3306,0.00515976418571204,-13.567,95
3307,0.282415589096561,-13.018,94.998
3308,0.0354496031734613,-12.486,95.002
3309,0.0260589114113895,-11.949,94.999
3310,0.000543989872500036,-11.422,95
3311,0.0567191282092296,-10.884,95
3312,0.0929925924342955,-10.349,95.005
3313,0.0959481398874515,-9.8167,95
3314,0.0958199834885091,-9.2807,95.001
3315,0.02130885825466,-8.73,95.005
3316,0.0299554192401906,-8.2168,95.001
3317,0.082523110225258,-7.6738,95.005
3318,0.166637442562341,-7.1333,95
3319,0.501932819224277,-6.5993,95.01
3320,0.122080474204836,-6.067,95.001
3321,0.543662611523511,-5.5308,95.01
3322,0.336933277927732,-5.0008,95.001
3323,0.660673079041765,-4.5332,94.868
3324,0.382898175581262,-4.0688,94.716
3325,1.40422222372887,-3.6158,94.569
3326,1.23001079755608,-3.1315,94.428
3327,0.804861135901153,-2.8325,94.333
3328,0.627655337768661,-2.509,94.238
3329,0.485875010885763,-2.2003,94.131
3330,0.528261451728804,-1.887,94.025
3331,0.812876730510602,-1.5652,93.932
3332,1.02809318066115,-1.2515,93.829
3333,0.955467908193917,-0.934,93.733
3334,0.654870404661119,-0.631,93.646
3335,1.09929134151486,-0.31667,93.55
3336,0.831828486326497,0.013333,93.44
3337,1.10841993122899,0.31667,93.35
3338,0.42647317522393,0.63383,93.248
3339,1.13273155093594,0.96683,93.166
3340,0.926771687306124,1.2862,93.072
3341,1.55953246971002,1.6147,92.969
3342,0.728055881508751,1.9363,92.868
3343,1.12959779345561,2.2668,92.767
3344,0.186372388535382,2.5835,92.671
3345,1.14967807011984,2.9,92.567
3346,0.952147255326325,3.416,92.418
3347,0.0346165352209249,3.9167,92.267
3348,2.02080085567671,4.4325,92.1
3349,1.28976665109886,4.9345,91.947
3350,0.199520248562503,5.4467,91.784
3351,1.06558154627175,5.9678,91.63
3352,1.10921838703644,6.4713,91.458
3353,0.179823410308973,6.9927,91.308
3354,1.12789655274108,7.4833,91.164
3355,0.93882993609498,8.0007,91
3356,0.115374644003966,8.4995,91
3357,0.209382576926366,8.9945,90.999
3358,0.345116206039531,9.5,91.001
3359,0.404222270643591,10.004,90.998
3360,0.589771099101427,10.55,91.081
3361,0.123147828420475,11.117,91.168
3362,0.205456001337643,11.666,91.233
3363,0.0785410429722824,12.219,91.316
3364,0.0284710223677713,12.767,91.383
3365,0.00530669606091955,13.317,91.466
3366,0.067912057672932,13.868,91.546
3367,0.0291514724384142,14.967,91.715
3368,0.117565834721083,15.529,91.785
3369,0.0505697751307717,16.079,91.868
3370,0.0498990364693614,16.632,91.946
3371,0.000592564867242332,17.186,92.027
3372,0.04673040399096,17.737,92.108
3373,0.0395118549013282,18.291,92.186
3374,0.0205670255562394,18.84,92.258
3375,0.0502130761795311,19.397,92.344
3376,0.00340339676566552,19.756,92.394
3377,0.0154537421301661,19.111,92.306
3378,0.00891537341484519,18.455,91.908
3379,0.0290956209583595,17.789,91.519
3380,0.0105581246483514,17.127,91.122
3381,0.0211972997792812,16.471,90.727
3382,0.0526574095113866,15.801,90.335
3383,0.0343814859327355,15.135,89.936
3384,0.138400617065455,14.479,89.541
3385,0.00638017109509684,13.813,89.149
3386,0.0377009615301639,13.145,88.757
3387,0.0672830787998515,12.484,88.365
3388,0.420933079645751,11.825,87.965
3389,0.215345299393379,11.155,87.575
3390,0.198281955933123,10.494,87.175
3391,0.363014958610032,9.8277,86.782
3392,0.319781013853495,9.168,86.38
3393,0.000275288824119175,8.5003,85.999
3394,0.065445480865191,7.746,85.747
3395,0.120328498228241,7,85.5
3396,0.043049001527002,6.0632,85.161
3397,0.0538994644660413,5.1263,84.816
3398,0.168702706043494,4.0083,84.407
3399,0.0951554171085159,3.5595,82.933
3400,0.039812165229538,2.6693,79.999
3401,0.030658269985462,5.666,80.006
3402,0.556763907067241,4.666,79.998
3403,0.25122123543867,3.001,80.001
3404,0.113864082085344,2.333,79.997
3405,0.00963636849713244,2,80
3406,0.0677609827494794,1.667,80
3407,0.21560060231015,1.334,80
3408,0.023941567500321,1.001,80
3410,0.193832819471275,-1,80
3411,1.58829211799938,-1.334,80.001
3412,0.360891753792244,-2,80.003
3413,0.00542534731420292,-2.333,80
3414,0.0288497337696088,-2.667,80
3415,0.195021230416526,-4.002,79.998
3416,0.135607402411869,-4.5,80
3417,0.338111924319002,-7.5,80
3418,0.16389147661548,-8.5,80
3419,0.00752755714167973,-9.001,80
3420,0.0239299184393222,-9.5,80
3421,0.00469381647367689,-11.001,79.998
3422,0.0490423161466862,-11.5,80
3423,0.0515438266318325,-12,80
3424,0.0120165317597259,-12.5,80
3425,0.0122861120490296,-13.1,79.999
3426,0.0145823559113893,-13.5,80
3427,0.021922407732289,-13.999,80.002
3428,0.00424673985083685,-14.499,80
3429,0.000596381601899443,-15,80.001
3430,0.00111800918030961,-15.501,80
3431,0.00847555777880777,-15.999,80.002
3432,0.00961533695236911,-17,80.001
3433,0.0158365474489689,-17.501,79.999
3434,0.00598402685191183,-17.999,80.001
3435,0.0397361763412767,-18.499,80.001
3436,0.0103895522513743,-19,80
3437,0.00727178858809897,-19.5,80
3438,0.00318240465473822,-20,80
3439,0.00556219606207722,-20.501,80.001
3440,0.00356812816338049,-21,80
3441,0.00548754724478717,-21.5,79.999
3442,0.013172220263837,-23.003,80.001
3443,0.00835504655321579,-23.5,80
3444,0.0141808273836845,-23.999,80.002
3445,0.0170279117900769,-24.3,80.651
3446,0.0188694742150639,-24.585,81.317
3447,0.0078921567724496,-25.183,82.633
3448,0.00244910568932046,-25.481,83.31
3449,0.00564956069202729,-25.767,83.95
3450,0.00543159001050665,-26.067,84.617
3451,0.0715471876654377,-26.35,85.284
3452,0.00192863468432592,-26.65,85.95
3453,0.0367261944943113,-26.867,86.451
3454,0.0114096686048144,-27.017,86.784
3455,0.0111034045650264,-28.501,88.499
3456,0.149376867884739,-29.6,86.933
3457,0.0669375477523183,-29.467,86.483
3458,0.146734311871766,-28.967,84.999
3459,0.0137633310560035,-27.65,85.483
3460,0.0212880823641129,-27.716,87.25
3461,0.123752751441339,-28.339,87.058
3462,0.000495140464528372,-28.885,87.273
3463,0.0230678514310018,-30.416,87.827
3464,0.0306848017771586,-31.279,88.637
3465,0.00584206998284183,-31.368,88.862
3466,0.0319897348431362,-31.597,89.372
3467,0.188733600908844,-32.2,90.784
3468,0.0666240191500932,-32.517,91.483
3469,0.0803882395623201,-32.817,92.2
3470,0.136261295878909,-33.418,93.614
3471,0.00634351857023751,-34.001,95.001
3472,0.00385647735082721,-34,95.802
3473,0.0395643320062593,-34,96.601
3474,0.0382765226953063,-34,98.217
3475,0.0145110793527874,-34.002,99.014
3476,0.0227464490751356,-33.482,99.535
3477,0.00509590181693659,-32.967,100.03
3478,0.00350489669286856,-32.768,100.21
3479,0.000477942052834725,-32.565,100.44
3480,0.00540568652167656,-31.983,100.98
3481,0.0166990930564356,-31.983,101.7
3482,0.0102107390712089,-31.986,101.94
3483,0.00127420775036112,-31.984,102.38
3484,0.149264925552526,-31.984,103
3485,0.00484650520014773,-31.746,103.58
3486,0.0150874904852914,-31.516,104.17
3487,0.00122630064510615,-31.282,104.67
3488,0.00759230271233066,-31.117,105.97
3489,0.209836399858204,-31.183,106.75
3490,0.00190950824150448,-31.267,107.52
3491,0.0441499825401174,-31.333,108.3
3492,0.14329181956942,-31.482,109.05
3493,0.0373024466877614,-31.633,109.82
3494,0.00695901616049278,-31.8,110.58
3495,0.00759725318751363,-31.95,111.35
3496,0.0464485308697406,-32.118,112.12
3497,0.0140290532182585,-32.513,114.11
3498,0.245745645999018,-32.521,114.17
3499,0.195890737994322,-32.567,114.38
3500,0.127437849072023,-32.63,114.67
3501,0.00916542035283184,-22.215,113.7
3502,0.017659628972302,-22.201,113.6
3503,0.0126184387997293,-22,112.38
3504,0.00472813560865123,-21.833,111.89
3505,0.0030084951086871,-21.666,111.37
3506,0.00592448741341142,-21.35,110.74
3507,0.00275456224064763,-20.831,109.44
3508,0.00618904469287449,-20.316,108.15
3509,0.0209729721413174,-20,107.5
3510,0.00453048250073025,-20.001,106.62
3511,0.00444895681359171,-20,105.75
3512,0.00273143929433343,-20.001,104.88
3513,0.00375829958247027,-20,104
3514,0.00890317136216827,-20.001,103.12
3515,0.00419876636222228,-20,101.35
3516,0.00460365898879463,-20,100.47
3517,0.0615710469901583,-20,99.583
3518,0.0187751834975395,-20,98.716
3519,0.0218348197458888,-20,97.834
3520,0.0107372604681379,-20.001,96.95
3521,0.00165266835253379,-20,96.068
3522,0.0101660238622616,-20.001,93.533
3523,0.00103401978820699,-20.001,92.8
3524,0.000950767657277468,-20,92.357
3525,0.00815964388251784,-20,91.816
3526,0.00299436912819059,-20.009,91.323
3527,0.000774617633641087,-20,90.816
3528,0.00520368926764954,-20.001,90.283
3529,0.00896665200216064,-19.999,89.983
3530,0.0104295066522813,-20,89.467
3531,0.0132827921338421,-20,88.916
3532,0.00241964219922648,-20.001,88.516
3533,0.00145505717326314,-20,88.166
3534,0.00144557102853749,-20,87.748
3535,0.00877078829538462,-20,86.909
3536,0.00834484574492993,-20,86.483
3537,0.0112417231131521,-19.999,85.932
3538,0.00511476945523735,-20,85.3
3539,0.000260549488185632,-20,84.665
3540,0.00193690218423193,-20,84.033
3541,0.0042119302105559,-20,83.4
3542,0.00358257791199647,-20.001,82.734
3543,0.00415014635307144,-20,82.001
3544,0.00115311572141799,-20,81.268
3545,0.00244933603498547,-20,80.533
3546,0.00233556714239112,-20,79.808
3547,9.71625123793437e-05,-20,79.082
3548,0.00335675587048097,-20,78.359
3549,0.0091489525547263,-20,77.633
3550,0.00217293701882371,-20.001,76.909
3551,0.00446793537858907,-20.002,76.184
3552,0.00221367656306944,-20,74.734
3553,0.00713366474303092,-19.999,74.171
3554,0.000260744813631843,-19.991,73.678
3555,0.00117117505282542,-20,73.201
3556,0.0108451573089934,-19.999,72.718
3557,0.000365189311735816,-20.001,72.201
3558,0.0141431264911449,-20,71.701
3559,0.00629257932410054,-20,71.25
3560,0.000706812452750515,-20,70.747
3561,0.00963560983485371,-20,70.25
3562,0.0041861284139886,-19.999,69.8
3563,0.00400159040430445,-20,69.367
3564,0.00126320428239322,-20,68.8
3565,0.00204925622306957,-19.998,68.217
3566,0.00506240013448939,-20,67.649
3567,0.00293755447863011,-20,67.1
3568,0.00320420262864421,-19.999,66.534
3569,0.0011291282485686,-20,65.983
3570,0.00525094291949556,-20,65.435
3571,0.00118833975266744,-20.092,64.934
3572,0.00575961347804222,-20.183,64.416
3573,0.00233041796732547,-20.275,63.902
3574,0.00205651014619044,-20.366,63.383
3575,0.0127044424441399,-20.366,62.242
3576,0.000373776466882454,-20.366,61.641
3577,0.000881767430318952,-20.366,61.033
3578,0.0029777504452255,-20.366,60.377
3579,0.00160516946951934,-20.366,59.824
3580,0.00455629061909584,-20.367,59.225
3581,0.000901557324350964,-20.367,58.616
3582,0.00117771176314928,-20.367,58.154
3583,0.000143529497500561,-20.367,58.006
3584,0.00345141236033126,-20.367,57.966
3585,0.0067015930049877,-20.001,56.083
3586,0.00112795610029794,-20,54.434
3587,0.00458303660289904,-20,53.883
3588,0.00507550800152706,-20,53.333
3589,5.24200585586103e-05,-20,52.786
3590,0.000215514347395488,-20.001,52.266
3591,0.0152150257114683,-20,51.783
3592,0.00169723087821827,-20,51.299
3593,0.00970682704138461,-20,51
3594,0.000738920132983165,-20,50.601
3595,0.0214623022641492,-20,50.067
3596,0.0193244320384525,-20,49.389
3597,0.0024737607188659,-20,49.152
3598,0.00806498064136532,-19.998,54.5
3599,0.00152938614216358,-24.999,50.003
3600,0.00773594509891685,-24.996,49.523
3601,0.00234391736589429,-24.998,49.009
3602,0.00238470515252805,-24.999,48.504
3603,0.00128101083894631,-25.003,48
3604,0.00244533732469844,-25.008,47.832
3605,0.00826559388286445,-25.015,47.653
3606,0.00283991428379538,-25.009,47.493
3607,0.0126708694628299,-25.001,47.462
3608,0.000386607357307638,-24.998,47.418
3609,0.00184194520785728,-24.663,43.871
3610,0.00111971762486525,-24.667,43.804
3611,1.38080022228132e-05,-24.674,43.549
3612,0.00233339788172886,-24.665,43.338
3613,0.000435494351621831,-24.667,43.006
3614,1.74557948514758e-05,-24.672,42.498
3615,0.00489683209629549,-24.671,41.998
3616,0.00279393911542677,-24.665,41.496
3617,0.00057861128077489,-24.668,40.501
3618,0.00206675121978755,-24.666,39.997
3619,0.00892958648367153,-24.67,39.495
3620,0.000248084923075433,-24.667,38.998
3621,0.000799478527824177,-24.67,38.506
3622,0.00257144930945879,-24.67,37.988
3623,0.00127228094576075,-24.664,37.502
3624,0.000330574951788145,-24.668,37
3625,0.00256098865168534,-24.675,36.746
3626,0.00258025531034021,-24.663,36.497
3627,0.00114729475310506,-24.66,36.246
3628,0.00336968150811553,-24.664,35.997
3629,0.0141170971700378,-24.666,35.889
3630,0.00139272849308549,-24.665,35.721
3631,0.0155074495214656,-24.67,35.552
3632,0.0132611994858709,-24.667,35.487
3633,0.00629205161325204,-24.666,35.365
3634,0.0084416265157309,-31.06,30.322
3635,0.0120288113504167,-31.074,30.34
3636,0.00153782856693093,-31.114,30.372
3637,0.0137651946543061,-31.152,30.435
3638,0.00250348058091534,-31.186,30.5
3639,0.0108782970447175,-31.233,30.561
3640,0.00484234706866889,-31.291,30.613
3641,0.0120367913256926,-31.448,30.828
3642,0.0373430290162249,-31.57,30.999
3643,0.0641171119052031,-31.709,31.209
3644,0.0403215338936587,-32.062,32.059
3645,0.00561190716318561,-32.205,32.503
3646,0.01670183315814,-32.56,33.409
3647,0.0236938010122893,-32.613,33.796
3648,0.00116052060060412,-32.7,34.174
3649,0.014562254426947,-32.8,34.584
3650,0.000545426317346364,-32.948,35.301
3651,0.0389265087887272,-33,35.585
3652,0.0118888037077206,-33.001,35.834
3653,0.0269345665693444,-33.003,36.105
3654,0.0201923306535889,-33.005,36.225
3655,0.0461073572955153,-32.999,36.339
3656,0.0184561447682321,-33.005,36.508
3657,0.0120979658110955,-33.008,36.677
3658,0.000550717256671239,-33.014,37.503
3659,0.000818418473700207,-33.001,38.667
3660,0.00881101105924187,-33.005,39.255
3661,0.00136728632049477,-33.003,39.833
3662,0.0201083330405407,-33.004,40.421
3663,0.0122158588284955,-33,40.999
3664,0.000625062420083453,-33.009,41.507
3665,0.010252986140604,-33.002,41.749
3666,0.0127291240665558,-33.004,41.998
3667,0.0615109363692526,-33.007,42.245
3668,0.011603290314323,-33.009,42.501
3669,0.030375071231693,-33.003,42.749
3670,0.0699300745563482,-33,42.901
3671,0.0824734903872478,-33.004,43.048
3672,0.0503117253839795,-33.001,43.332
3673,0.0179735893192992,-33.001,43.666
3674,0.060013463173816,-33.003,44.484
3675,0.0208764679737504,-33.072,44.997
3676,0.0647164222365645,-33.134,45.499
3677,0.000793598069650351,-33.213,45.993
3678,0.00194064313563159,-33.315,46.492
3679,0.0619740351844198,-33.386,46.909
3680,0.00550176848865914,-33.497,47.444
3681,0.025539738922087,-33.499,47.994
3682,0.0139623865177899,-33.504,48.511
3683,0.0611391380512634,-33.515,49.006
3684,0.0266428425152511,-33.504,50.01
3685,0.0134212571532611,-33.154,50.415
3686,0.0176357387613357,-32.77,50.815
3687,0.00571805220532799,-31.683,52.046
3688,0.00245541829948246,-31.32,52.459
3689,0.0255646373862244,-30.955,52.865
3690,0.00932699878184944,-30.591,53.272
3691,0.0409043027962774,-30.232,53.671
3692,0.00211828647766515,-29.864,54.095
3693,0.00722258486325915,-29.494,54.498
3694,0.000468911187006423,-28.975,54.499
3695,0.0297819018548012,-28.664,54.499
3696,0.0314881508134995,-28.324,54.497
3697,0.00310987904850112,-27.66,54.495
3698,0.00189548191134997,-27.33,54.485
3699,0.0205196223644939,-27.003,54.486
3700,0.00764367462277952,-26.67,54.488
3701,0.018404959884242,-26.326,54.503
3702,0.0132274688330036,-26,54.501
3703,4.01064300982991e-05,-25.661,54.504
3704,0.00194872324769014,-25.331,54.505
3705,0.00748289598909511,-24.997,54.5
3706,0.00166516331640046,-24.661,54.502
3707,0.0144705099405855,-24.336,54.52
3708,0.00564697564547193,-23.993,54.511
3709,0.00343613358056987,-23.656,54.515
3710,0.00644105655269666,-23.333,54.503
3711,0.000376393395989224,-22.994,54.504
3712,0.000910334079333017,-22.495,54.5
3713,0.00222919497451104,-21.996,54.507
3714,0.0044355765279236,-21.499,54.5
3715,0.00135476648155648,-21.001,54.508
3716,0.0040387613533897,-20.497,54.509
3717,0.00509465481501787,-19.997,54.496
3718,0.00458106941233612,-19.489,54.671
3719,0.0119677249918972,-19.003,54.829
3720,0.000344906264893357,-19.498,57.247
3721,0.0118930969010656,-18.503,54.99
3722,0.014106905581826,-17.365,54.997
3723,0.00277530815074344,-16.228,54.997
3724,0.0381907140616154,-15.652,55.001
3725,0.051301462307342,-15.091,55.001
3726,0.0193043201317536,-13.955,54.999
3727,0.00304018793337087,-13.391,54.994
3728,0.0121742643862401,-12.819,55
3729,0.0180128314946951,-12.244,54.994
3730,0.0102212461478956,-11.128,53.665
3731,0.00139972877543487,-10.752,53.211
3732,0.0251255494529453,-10.384,52.768
3733,0.0680619972826984,-10.19,52.542
3734,0.0333468158107445,-9.816,52.094
3735,0.0467855963246647,-9.632,51.872
3736,0.0437295381432643,-9.257,51.429
3737,0.0198306877174127,-8.914,51.899
3738,0.10718921443176,-8.375,52.626
3739,0.0344256458874771,-8.198,52.862
3740,0.0870351633057795,-8.005,53.295
3741,0.0117470718863668,-7.518,53.629
3742,0.132965483455521,-7.038,53.959
3743,0.10345839391208,-6.552,54.29
3744,0.00387765663990221,-6.069,54.626
3745,0.00144010597668788,-5.589,54.957
3746,0.00824674867120179,-5.345,55.118
3747,0.00597856672415995,-5.105,55.284
3748,0.00222197873525407,-3.721,55.59
3749,0.00143665633416519,-3.482,55.786
3750,0.0822816893628754,-3.236,55.996
3751,0.0395906323248147,-2.996,56.194
3752,0.102719637200667,-2.742,56.404
3753,0.0718062388331618,-2.259,56.815
3754,0.247181184853704,-1.771,57.221
3755,0.234048237267564,-1.229,57.237
3756,0.0312326398236284,-0.502,57.257
3757,0.306670045186942,-0.251,57.264
3758,0.295601537345869,-0.001,57.269
3759,0.0338516633449348,0.248,57.279
3760,0.129219345587739,0.499,57.279
3761,0.0348081760915548,1.194,57.299
3762,0.0655689332343193,1.461,57.31
3763,0.0533622767507983,2.399,57.692
3764,0.0113020553307508,2.8,58.062
3765,0.00428059330826478,3.194,58.427
3766,0.153537038265892,3.591,58.794
3767,0.167808872812607,3.998,59.155
3768,0.0585308131037826,4.39,59.523
3769,0.0544586438029184,5.196,60.259
3770,0.0174583028374722,5.594,60.624
3771,0.0935111221736484,5.994,60.991
3772,0.0211113923665605,6.395,61.357
3773,0.035216321829621,6.792,61.724
3774,0.0585040172990777,7.192,62.088
3775,0.0439621477646097,7.595,62.46
3776,0.0501745144555541,7.994,62.828
3777,0.0266925556294049,8.396,63.195
3778,0.0289475671223718,8.795,63.563
3779,0.00758191295258767,9.196,63.93
3780,0.0115828896981923,10.541,64.666
3781,0.0330299137673022,11.076,64.665
3782,0.00384838422758569,11.622,64.667
3783,0.011475455620862,12.161,64.668
3784,0.104290940459886,12.703,64.667
3785,0.0357868685066103,13.785,64.666
