"No","NN.sigma_2100_4.5_today","NN.station_2100_4.5_today","NN.Mdist_2100_4.5_today","NN.sigma_today_2100_4.5","NN.station_today_2100_4.5","NN.Mdist_today_2100_4.5","NN.sigma_2100_8.5_today","NN.station_2100_8.5_today","NN.Mdist_2100_8.5_today","NN.sigma_today_2100_8.5","NN.station_today_2100_8.5"," NN.Mdist_today_2100_8.5","NN.sigma_1800_today","NN.station_1800_today","NN.Mdist_1800_today","lat","long","NN.sigma_today_1800","NN.station_today_1800","NN.Mdist_today_1800","lat_1800_today","long_1800_today","lat_today_1800","long_today_1800","lat_today_2100_8.5","long_today_2100_8.5","lat_2100_8.5_today","long_2100_8.5_today","lat_today_2100_4.5","long_today_2100_4.5","lat_2100_4.5_today","long_2100_4.5_today"
27,0.0240757985003904,13209,0.196950348170094,0.0053141828136989,2208,0.0921856725565042,6.72467868649835,13231,7.03781346803062,0.15161556712762,13284,0.506779852051455,0.0159557127577539,1135,0.160074988697498,-59.499,354,0.0148700892389883,2161,0.154499957292429,-66.82,70.005,76.303,289.77,72.375,138.87,77.22,181.87,71.071,234.56,72.78,182.27
28,0.00117057286533328,6546,0.0432300413143436,0.00199524680490228,2023,0.0564489876604445,5.82139337932503,13231,6.15779784131805,0.275322195825554,2416,0.699335156138784,0.0257165953381306,240,0.203617299683916,-58.949,354.02,0.0123495945863976,2160,0.140727860855936,-63.288,306.77,76.304,289.09,74.299,216.7,77.22,181.87,71.564,229.41,72.233,200.67
29,0.0399942172785275,13209,0.254645751163264,0.0218231410095478,2093,0.187426352251642,6.57216193196324,13231,6.8888109716469,0.424126662229534,2416,0.892503013183212,0.0141585529591734,5700,0.150736880816607,-57.993,354.01,0.00883346407146197,6572,0.118936515548733,-66.993,190,75.533,293,74.299,216.7,77.22,181.87,77.342,283.52,72.78,182.27
30,0.0760349203321288,6514,0.353618860992838,0.00244349899228438,2088,0.0624744936598454,7.44731756657988,13231,7.74374862512977,0.165692926779996,13279,0.531233354538537,0.00485776681268547,2112,0.0881300487549784,-57.071,354,0.00289696867578701,13010,0.0680311525003236,78.262,285.08,75.73,352.24,70.233,164.22,77.22,181.87,78.356,285.33,71.813,204.32
31,0.0695502986278017,13201,0.33777200769735,0.207107598044539,1697,0.598690891673241,6.60608826285881,13231,6.92192926194746,1.1348079542585,2195,1.64972663020301,0.000854935763846319,5843,0.03694246138729,-55.002,354,0.00272326206232025,11466,0.0659577156059296,-65.7,33.49,78.43,23.232,70.339,226.44,77.22,181.87,70.582,232.23,71.47,184.56
32,0.145878802991769,2133,0.496545892869911,0.0523941809048835,1697,0.292176339095647,8.2923610758136,13231,7.67882608040912,0.823237687058665,2012,1.33468285638959,0.00108004348285185,5896,0.0415240020297445,-53.995,354,0.0158120109733069,11580,0.159347962128959,-62.974,84.989,77.98,378.58,68.76,245.94,77.22,181.87,70.582,232.23,76.997,286.78
33,0.0175611995104894,1918,0.167989116904636,0.759926495263411,6619,1.26848655506216,4.39051250121559,13231,4.77283278488109,1.23719740008763,2009,1.7506644191699,0.0506783101229021,2015,0.287254769972489,-52.993,354.01,0.00160502758650858,5706,0.0506250310331988,69.438,241.4,-61.001,189.99,68.396,248.95,77.22,181.87,65.66,191.79,53.797,304.56
34,0.0706800302990773,2080,0.340580050853384,0.233424000025183,2016,0.638806740568002,8.2923610758136,13231,8.17450731893434,0.589599693006133,2009,1.08439879782361,0.00129452301636423,1003,0.0454623674624483,-50.015,354.02,0.0134262899134327,2647,0.146765782339531,-59.35,139.85,78.773,365.16,68.396,248.95,77.22,181.87,69.284,241.17,65.681,191.44
35,0.435932507741251,2082,0.90681056891081,0.22714621839245,1793,0.629401152202646,8.2923610758136,13231,9.28627918612701,0.398967480651704,2009,0.861607495512062,0.000352601298043108,13017,0.0237223400257502,-48.011,353.99,0.0370133083788088,1825,0.244827533520305,74,366,54.955,305.7,68.396,248.95,77.22,181.87,54.761,305.51,67.671,191.04
36,0.00995071056806882,4277,0.126262203853851,0.0362601611572668,13291,0.242287681883348,8.2923610758136,13231,7.84901921647427,2.08127725485192,2009,2.56353520364285,0.0758930801125493,1856,0.353279011130998,-47,354,0.0233997365280511,1875,0.194139344049002,54.76,305.51,60.567,311.77,68.396,248.95,77.22,181.87,46.995,151.37,64.767,321.05
37,0.118593277130641,2078,0.445331855426877,0.099973829771963,1758,0.407393759156083,8.2923610758136,13231,8.57517193434268,0.469488100261256,2009,0.946876835248721,0.0970419235630981,1784,0.401144864144574,-48.006,354,0.0175495416540065,2650,0.167932959217292,54.951,305.71,78.447,368.32,68.396,248.95,77.22,181.87,60.364,311.43,63.906,187.78
38,0.098524068199164,1976,0.404314145239155,1.16577997853174,2011,1.68035907407272,5.81100852944192,13231,6.14770589219472,2.39006186347378,2009,2.85785571367876,0.350459906841786,1792,0.800267599138656,-48.597,354,0.0191257141259417,35,0.175367049872902,54.492,305.23,-48.011,353.99,68.396,248.95,77.22,181.87,68.789,246.16,60.318,307.3
39,0.73932968225261,2080,1.24672877528129,0.178249486333008,2008,0.552335212765505,8.2923610758136,13231,9.66018924373562,0.526220749380445,2009,1.01285384118074,0.00939002771248923,1170,0.122639752125671,-49.009,354.01,0.0287041596699534,1917,0.21524742323702,-57.85,139.85,53.987,304.75,68.396,248.95,77.22,181.87,68.27,248.79,65.681,191.44
40,0.00813349698575329,11908,0.114111073960002,0.108561651902815,2006,0.425245752435854,6.737942754507,13231,7.05078868019044,0.607639941590379,2009,1.1044104100101,0.0539109716440081,8157,0.296464225175664,-49.5,354,0.00626869881236042,4503,0.10014205344022,-56.058,84.262,75.216,362.13,68.396,248.95,77.22,181.87,67.848,248.72,75.386,30.118
41,0.0258022521254906,13231,0.203959591307699,0.0128006182705153,8119,0.143287464215744,8.2923610758136,13231,10.8967740053688,0.30168323402913,13277,0.735712949342857,0.00862620524135048,6539,0.117528083171095,81.38,64.87,0.370308867999724,13213,0.825673752154103,72.319,208.02,73.41,181.55,72.297,152.28,77.22,181.87,-66,210,77.22,181.87
42,0.295308366349208,13222,0.727021698594334,0.000656037533554402,2090,0.0323598277333848,8.2923610758136,13231,10.3293053935517,0.0320562838926818,2025,0.227620310255461,0.0032381906071045,2335,0.0719310959511612,81.46,66.86,0.0311851890713087,6536,0.224467546938991,72.456,217.99,71.987,205.31,70.559,233.57,77.22,181.87,77.834,285.59,76.23,182
43,0.0125775619375376,13225,0.142027248885368,0.276044831344171,310,0.700348390942167,8.2923610758136,13231,10.0464683839673,0.873858696610116,2024,1.38695622071534,0.0673445782844735,2876,0.332228316405193,81.22,70.06,0.0293190868458894,13237,0.217567373277486,-61.7,311.5,74.75,179.35,71.298,233.5,77.22,181.87,-63.149,305.84,76.81,181.91
44,0.211968638963608,13222,0.606242190442787,0.0599773436587878,9114,0.313074510458627,8.2923610758136,13231,11.1153101653734,0.441351077487701,2024,0.913339130539755,0.0203520892670923,9031,0.180946233166504,81.26,70.95,0.120629728260158,296,0.449317844580044,-65.983,67.267,-64.615,315.82,71.298,233.5,77.22,181.87,-66.001,29.999,76.23,182
45,0.26426332275948,13225,0.683707679210241,0.199459846423341,310,0.586669265805692,8.2923610758136,13231,10.3411779585521,0.487208348956428,2024,0.967706674027784,0.0541437175653115,5942,0.297117153335162,81.29,72.02,0.258372126281291,6672,0.675286153169309,-69.453,170.28,73.008,199.26,71.298,233.5,77.22,181.87,-63.149,305.84,76.81,181.91
46,0.129116083303564,13221,0.465624622028362,0.130999485466023,2114,0.469180596469791,8.2923610758136,13231,10.6032495539664,0.360230746416326,2024,0.812830387530468,0.0553046159158596,5944,0.30035440253019,81.38,72.93,0.0254870332560371,13235,0.202697214832732,-69.027,171.02,75.04,179.46,71.298,233.5,77.22,181.87,78.327,285.99,76.12,182.02
47,0.190125777324867,13221,0.571748372857684,0.216996361918631,2114,0.613982261323027,8.2923610758136,13231,10.4327561520104,0.343661459960037,2024,0.791459160195386,0.0503392126548677,5942,0.286272924672494,81.44,74.22,0.0360622516286103,290,0.241616089466152,-69.453,170.28,-65.754,324.87,71.298,233.5,77.22,181.87,78.327,285.99,76.12,182.02
48,0.164509413564736,13221,0.529211340876717,0.188838838895298,2114,0.569668609344814,8.2923610758136,13231,10.4708631384199,0.326558795643729,2024,0.76904106092618,0.0669216901549716,5942,0.331155952329559,81.43,74.41,0.012118480930209,290,0.139398419052596,-69.453,170.28,-65.754,324.87,71.298,233.5,77.22,181.87,78.327,285.99,76.12,182.02
49,0.126302360457798,13224,0.460270498569802,0.0931178688590384,2114,0.392648273707114,8.2923610758136,13231,10.647654072852,0.260669317832698,2024,0.678578248233252,0.0692578434994755,5943,0.337041675852774,81.42,74.56,0.0136259251491629,13235,0.14785875918453,-69.238,170.66,75.04,179.46,71.298,233.5,77.22,181.87,78.327,285.99,76.47,182
50,0.302611011784497,13222,0.73697250522614,0.0240433023489205,2376,0.196816116546333,8.2923610758136,13231,10.9160536627729,0.238225126687864,2024,0.645935708861886,0.0136978620951057,84,0.14825067176301,81.42,75.75,0.0120204300944756,295,0.138830626497161,80,149.93,-64.814,317.51,71.298,233.5,77.22,181.87,73.824,230.8,76.23,182
51,0.0574000245625324,13223,0.306118175900943,0.00778483451188826,2114,0.111630704835584,8.2923610758136,13231,10.4170275299777,0.427475590583453,13283,0.896573423653891,0.00328577212347422,5993,0.0724583287770933,81.85,81.85,0.102510061260152,6506,0.412734073623015,-75.667,210,73.449,200.16,74.783,137.55,77.22,181.87,78.327,285.99,76.45,182
52,0.0139685919018874,13221,0.149716610898102,0.0205346504277171,2114,0.181762573911667,8.2923610758136,13231,10.5784260488422,0.185372597597526,2024,0.564038696946,0.000755026756757655,5944,0.0347161537414931,81.54,82.71,0.0844094629879767,13235,0.373198503701844,-69.027,171.02,75.04,179.46,71.298,233.5,77.22,181.87,78.327,285.99,76.12,182.02
53,0.134776749935377,13222,0.476247189270988,0.0621814430782404,2062,0.318913885698062,8.2923610758136,13231,11.0863839325853,0.194407075541887,2024,0.578627318584103,0.0265800916541063,9031,0.20704304407174,81.83,85.99,0.158959661622121,296,0.519648846753784,-65.983,67.267,-64.615,315.82,71.298,233.5,77.22,181.87,71.357,214.25,76.23,182
54,2.20099833678227,13231,2.67769265072841,0.202603879695929,2067,0.591632872651116,8.2923610758136,271,11.8820909994246,1.7111810309829,2007,2.20966017432698,0.0163778338640078,2456,0.162192240363735,82.03,90.83,0.387425155206009,297,0.847235360096458,77.017,220.12,-64.5,315,68.054,248.7,-71.007,348.24,71.206,211.71,77.22,181.87
55,2.75619899882727,13231,3.20677404538369,0.164364357080171,13078,0.528963104668056,8.2923610758136,286,11.7648143547632,2.10067336710311,2007,2.58203606717251,0.0432181966460167,293,0.264879563158783,82.06,91.26,0.791111713603717,296,1.30121551431815,-65.093,319.48,-64.615,315.82,68.054,248.7,-66.308,330.01,85.75,354.74,77.22,181.87
56,2.69995084656731,13222,3.15315024853123,0.299386846927838,13078,0.732589571412107,8.2923610758136,286,11.6823013660531,2.19408164962859,2007,2.67109952014064,0.16960060570576,13267,0.537867997244002,82.09,91.5,0.754395956115397,296,1.26265571858107,89.987,31.867,-64.615,315.82,68.054,248.7,-66.308,330.01,85.75,354.74,76.23,182
57,0.0875100655121915,13217,0.380222621234153,0.0103510513883205,8118,0.128787339539829,8.2923610758136,13231,10.2160386443292,0.124126508447534,2024,0.45609495568519,0.00346167140770144,164,0.0743751307695888,85.88,121.24,0.146516204780018,9873,0.497691181919629,-68.487,360.03,73.626,200,71.298,233.5,77.22,181.87,-65.5,210.07,75.09,181.68
58,0.0401350790686367,13220,0.255100913474131,0.0229949322839023,2218,0.192437281455859,8.2923610758136,13231,9.95074368523765,1.169944622837,2024,1.68447111170576,0.0309080560107972,5946,0.223455647315101,86.15,125.95,0.00723336604507177,6506,0.107592372462717,-68.414,172.1,73.449,200.16,71.298,233.5,77.22,181.87,73.002,191.18,75.94,182
59,0.0638514447987982,13222,0.323274536878403,0.276052499775465,13078,0.700359138049956,8.2923610758136,13231,10.2069414363668,0.499374310872754,2063,0.981886718784744,0.00155911060301467,13242,0.0498951735605206,86.4,130.63,0.142686000193235,13239,0.490777124849968,71.615,207.9,74.39,179.18,71.358,214.24,77.22,181.87,85.75,354.74,76.23,182
60,0.000264080097600121,13222,0.0205293756236903,0.244574366888288,13081,0.655281326863667,8.2923610758136,13231,10.002198905949,0.19350544247122,2063,0.577183655039067,0.0175439391496885,13035,0.167905964594735,86.39,134.19,0.23113383314469,13238,0.635386750881887,-60.92,316,74.59,179.21,71.358,214.24,77.22,181.87,85.05,345.14,76.23,182
61,0.181557699429969,13222,0.55779361683379,0.0845285235992842,13081,0.373470351901653,8.2923610758136,13231,10.1466958905835,0.0329390529571433,2063,0.230773546957727,0.00552079464729308,13036,0.0939645118586815,86.43,136.04,0.0474738610282239,13239,0.277848594233396,-60.74,317.21,74.39,179.18,71.358,214.24,77.22,181.87,85.05,345.14,76.23,182
62,0.0417701076545678,13222,0.260329506976618,0.0143909847151641,13081,0.151976147638724,8.20953615160139,13231,10.2127099498886,0.059039468719948,2063,0.310559558486103,0.0085246800216431,13035,0.116832056326263,86.46,140.19,0.0840946767995917,13239,0.372478924320327,-60.92,316,74.39,179.18,71.358,214.24,77.22,181.87,85.05,345.14,76.23,182
63,0.0948157892389047,13222,0.396343933360103,0.00197325037927388,13081,0.0561367206017427,8.2923610758136,13231,10.279856970912,0.131645303675606,2063,0.470394903220694,0.0238226722323404,13039,0.195902420695633,86.45,141.1,0.00676467994110488,13239,0.104038560802432,-60.64,317.83,74.39,179.18,71.358,214.24,77.22,181.87,85.05,345.14,76.23,182
64,0.0945786534837606,13222,0.395829574057731,0.0279487369958378,13081,0.212364300656827,8.2923610758136,13231,10.2874767089996,0.151938201975187,2418,0.507350564209183,0.0304734812499316,13035,0.221860034308424,86.45,143.13,0.0173873854424794,13239,0.167149925390241,-60.92,316,74.39,179.18,72.601,215.3,77.22,181.87,85.05,345.14,76.23,182
65,0.0775955842674962,13222,0.357339304198763,0.0460854569446315,2356,0.27368031758016,8.2923610758136,13231,10.2242370532693,0.10843754545191,2418,0.424992291063382,0.00975827324770098,13070,0.125030556206182,86.42,144.49,0.209610320440921,13239,0.602587190905517,88.15,139.5,74.39,179.18,72.601,215.3,77.22,181.87,74.012,219.87,76.23,182
66,0.101754644105909,13231,0.411149636264739,0.0199928528523498,237,0.179329368464077,8.2923610758136,13231,10.9749722122052,0.00319781582600658,2397,0.0714806842267281,0.00133922605020405,307,0.0462410807255157,86.36,148.12,0.0768259159383543,13234,0.35550881031021,-63.415,307.46,75.2,179.44,73.967,219.91,77.22,181.87,-63.706,309.13,77.22,181.87
67,0.295287185537209,13231,0.726992713185347,0.0426767713849331,1133,0.263186950157312,8.2923610758136,13231,11.1117421047327,0.108064978897482,6542,0.424230636280464,0.0129755591731266,13042,0.144268290789034,86.24,153.02,0.301627010495907,13234,0.735636576896166,-60.57,318.31,75.2,179.44,71.647,207.6,77.22,181.87,-66.001,69.996,77.22,181.87
68,0.063302171649392,13221,0.321846192449031,0.0148501052723902,13063,0.15439549197131,8.2923610758136,13231,10.089422408275,0.482301041191425,6542,0.961959580553793,0.0368280657025739,5944,0.244205147124631,85.99,159.97,0.0499851443712365,6506,0.285244403702468,-69.027,171.02,73.449,200.16,71.647,207.6,77.22,181.87,86.07,52.79,76.12,182.02
69,0.183840535066332,13222,0.561536918083687,0.0466371385950091,13074,0.275343593393941,8.2923610758136,13231,10.6029948478518,0.13652564093105,6542,0.479490482628871,0.00167395724721809,6552,0.0517013879889687,85.97,160.51,0.142684794212049,127,0.490774935684196,73.421,202.6,83.138,61.741,71.647,207.6,77.22,181.87,88.28,369.34,76.23,182
70,0.129255850313478,13222,0.465889269089142,0.0386621358194663,2356,0.25030304653199,8.2923610758136,13231,10.6241718348105,0.129255472516798,6542,0.465888553901029,0.0023358777097484,85,0.0610818798922249,85.83,161.68,0.156766625113551,13239,0.515832302086048,79.82,149.22,74.39,179.18,71.647,207.6,77.22,181.87,74.012,219.87,76.23,182
71,0.451655925716361,13225,0.925691074067212,0.100970676566203,2395,0.409499803865859,8.2923610758136,13231,10.0448294478944,0.140642957362554,2418,0.487057219877216,0.0595931337942799,5942,0.312046464805761,83.02,150.28,0.0523061481391411,13235,0.29192569822076,-69.453,170.28,75.04,179.46,72.601,215.3,77.22,181.87,76.259,226.12,76.81,181.91
72,0.0728167986435203,13225,0.345835406032878,0.0540495983538122,6651,0.296853276978227,8.2923610758136,13231,8.99269353487096,0.509129332774319,2063,0.993189170760563,0.0963327361457608,2876,0.399620790834723,82.53,143.56,0.0341947099862479,6543,0.235189584117066,-61.7,311.5,71.563,207.6,71.358,214.24,77.22,181.87,72.694,207.04,76.81,181.91
73,0.073010400353446,13214,0.346308051478396,0.00871070161417429,2399,0.118104280221329,8.2923610758136,13231,8.43622735787906,1.17242170234652,2063,1.68691614418481,0.208127783275189,240,0.600281338194487,82.5,140.05,0.00854837325534551,289,0.116994855505674,-63.288,306.77,-65.901,326.14,71.358,214.24,77.22,181.87,72.686,215.3,74.79,181.33
74,0.107476243956703,13215,0.423024704069682,0.110804869884068,310,0.429805363670637,8.2923610758136,13231,8.56462266536044,0.643638934817087,2024,1.1439341720704,0.032977852796774,2067,0.230911201316743,82.5,136.41,0.0767385962224427,41,0.355300611896939,71.206,211.71,81.38,64.87,71.298,233.5,77.22,181.87,-63.149,305.84,74.86,181.47
75,0.292008431398187,13215,0.722497008269322,0.0190827578792834,310,0.175168506425442,8.2923610758136,13231,8.59332946851104,0.458346672945802,2024,0.93366751801984,0.0190254707574096,13032,0.174903385594689,82.52,132.95,0.0203279575453025,66,0.180838058812924,-60.166,311.42,86.36,148.12,71.298,233.5,77.22,181.87,-63.149,305.84,74.86,181.47
