"No","NN.sigma","lat","long"
706,0.00693991279298925,1.982,344.99
707,0.00191997307566223,1.9865,343.97
708,0.00106613048227532,2.0022,342.99
709,0.0137078490816845,1.997,341.97
710,0.0017277712681374,1.9932,339.96
711,0.073423700877356,0.9838,336.98
712,0.0355926860486572,1.9863,336.98
713,9.09187816622131e-05,2.9935,337
714,0.00751705120271437,3.958,337
715,0.00127653185314509,4.5063,337
716,0.0077581594925073,6.001,337
717,0.00142701202106349,6.996,337
718,0.000854786519130493,7.9853,336.99
719,0.0214611039233974,9.0012,337
720,0.0281213114520084,9.9992,336.99
721,0.000183084356589317,10.998,337
722,0.000812769434572816,12.001,337
723,0.00110799832821912,12.999,337
724,0.00185024739161643,14,337
725,0.000747328418571391,14.998,337
726,0.00395829857161716,17.591,335.76
727,0.0114706031078432,18,333
728,0.00400991602686484,18,334
729,0.0188348897301948,18,335
730,0.00552302944532911,17.6,335.73
731,0.0408099678270137,19,336
732,0.0244979905024536,18,337
733,0.0626716163808481,18,338
734,0.0405000589696498,18,339
735,0.00581551874916935,18,339.99
736,0.0921657026926864,18,340.98
